"id";"lemma";"Freq";"MI";"T-score";"logDice"
"19853";"Bakov";"3";"1,118";"0,934";"-2,166"
"19854";"přespávat";"3";"1,117";"0,934";"-2,166"
"19855";"rezonance";"3";"1,117";"0,933";"-2,166"
"19856";"proudění";"3";"1,117";"0,933";"-2,166"
"19857";"osvěžující";"3";"1,115";"0,933";"-2,166"
"19858";"epopej";"3";"1,112";"0,931";"-2,166"
"19859";"podvést";"3";"1,109";"0,929";"-2,166"
"19860";"sloupec";"3";"1,104";"0,926";"-2,166"
"19861";"posel";"3";"1,103";"0,926";"-2,166"
"19862";"obrubník";"3";"1,102";"0,925";"-2,166"
"19863";"opodál";"3";"1,102";"0,925";"-2,166"
"19864";"vyfotografovat";"3";"1,1";"0,924";"-2,166"
"19865";"odměňování";"3";"1,097";"0,923";"-2,166"
"19866";"objednat";"4";"-1,578";"-3,97";"-2,166"
"19867";"Světlana";"3";"1,097";"0,922";"-2,166"
"19868";"lít";"3";"1,095";"0,921";"-2,167"
"19869";"kal";"3";"1,092";"0,92";"-2,167"
"19870";"Chinaski";"3";"1,092";"0,92";"-2,167"
"19871";"restituční";"3";"1,091";"0,919";"-2,167"
"19872";"Netanjahu";"3";"1,091";"0,919";"-2,167"
"19873";"pochovat";"3";"1,09";"0,918";"-2,167"
"19874";"maloobchod";"3";"1,089";"0,918";"-2,167"
"19875";"udělování";"3";"1,088";"0,917";"-2,167"
"19876";"pohrávat";"3";"1,086";"0,916";"-2,167"
"19877";"podivovat";"3";"1,084";"0,915";"-2,167"
"19878";"spasit";"3";"1,084";"0,915";"-2,167"
"19879";"navrátilec";"3";"1,083";"0,914";"-2,167"
"19880";"Hamr";"3";"1,082";"0,914";"-2,167"
"19881";"prasklý";"3";"1,082";"0,914";"-2,167"
"19882";"vkročit";"3";"1,08";"0,913";"-2,167"
"19883";"Ujfaluši";"3";"1,079";"0,912";"-2,167"
"19884";"humanitní";"3";"1,078";"0,912";"-2,167"
"19885";"ucpaný";"3";"1,077";"0,911";"-2,167"
"19886";"neprospěch";"3";"1,077";"0,911";"-2,167"
"19887";"plošně";"3";"1,076";"0,911";"-2,167"
"19888";"plesový";"3";"1,076";"0,911";"-2,167"
"19889";"3,4";"3";"1,074";"0,91";"-2,167"
"19890";"živo";"3";"1,071";"0,908";"-2,168"
"19891";"bránění";"3";"1,068";"0,906";"-2,168"
"19892";"Guardian";"3";"1,068";"0,906";"-2,168"
"19893";"strahovský";"3";"1,067";"0,906";"-2,168"
"19894";"Ázerbájdžán";"3";"1,067";"0,905";"-2,168"
"19895";"číslice";"3";"1,064";"0,904";"-2,168"
"19896";"Kožený";"3";"1,064";"0,904";"-2,168"
"19897";"bohumínský";"3";"1,064";"0,904";"-2,168"
"19898";"klidový";"3";"1,062";"0,903";"-2,168"
"19899";"EK";"3";"1,062";"0,902";"-2,168"
"19900";"sousoší";"3";"1,06";"0,901";"-2,168"
"19901";"žár";"3";"1,06";"0,901";"-2,168"
"19902";"blonďatý";"3";"1,056";"0,899";"-2,168"
"19903";"švec";"3";"1,056";"0,899";"-2,168"
"19904";"nesnáz";"3";"1,053";"0,897";"-2,168"
"19905";"životospráva";"3";"1,045";"0,893";"-2,169"
"19906";"Thermal";"3";"1,045";"0,893";"-2,169"
"19907";"deregulace";"3";"1,044";"0,892";"-2,169"
"19908";"kapitánka";"3";"1,044";"0,892";"-2,169"
"19909";"zakročit";"3";"1,044";"0,892";"-2,169"
"19910";"Kelly";"3";"1,043";"0,891";"-2,169"
"19911";"vystudovaný";"3";"1,042";"0,891";"-2,169"
"19912";"brzdový";"3";"1,042";"0,891";"-2,169"
"19913";"kritizovaný";"3";"1,041";"0,89";"-2,169"
"19914";"románský";"3";"1,04";"0,889";"-2,169"
"19915";"Slezák";"3";"1,04";"0,889";"-2,169"
"19916";"slovíčko";"3";"1,039";"0,889";"-2,169"
"19917";"přilákat";"4";"-1,587";"-4,009";"-2,169"
"19918";"3,7";"3";"1,037";"0,888";"-2,169"
"19919";"zjevit";"3";"1,036";"0,888";"-2,169"
"19920";"geografický";"3";"1,035";"0,887";"-2,169"
"19921";"adoptovat";"3";"1,034";"0,886";"-2,169"
"19922";"zpověď";"3";"1,033";"0,886";"-2,169"
"19923";"význačný";"3";"1,033";"0,885";"-2,169"
"19924";"uhnout";"3";"1,032";"0,885";"-2,169"
"19925";"Popovice";"3";"1,029";"0,883";"-2,17"
"19926";"jihozápad";"3";"1,029";"0,883";"-2,17"
"19927";"zadlužit";"3";"1,028";"0,883";"-2,17"
"19928";"Stones";"3";"1,027";"0,882";"-2,17"
"19929";"vybírání";"3";"1,026";"0,881";"-2,17"
"19930";"smír";"3";"1,025";"0,881";"-2,17"
"19931";"múza";"3";"1,024";"0,88";"-2,17"
"19932";"Merta";"3";"1,023";"0,88";"-2,17"
"19933";"mariánskolázeňský";"3";"1,022";"0,879";"-2,17"
"19934";"udání";"3";"1,02";"0,878";"-2,17"
"19935";"výjimečnost";"3";"1,02";"0,878";"-2,17"
"19936";"výstraha";"3";"1,019";"0,878";"-2,17"
"19937";"zaplavený";"3";"1,018";"0,877";"-2,17"
"19938";"otěhotnět";"3";"1,017";"0,876";"-2,17"
"19939";"Jelínková";"3";"1,017";"0,876";"-2,17"
"19940";"Christopher";"3";"1,014";"0,875";"-2,17"
"19941";"Lanka";"3";"1,013";"0,874";"-2,17"
"19942";"ubrousek";"3";"1,012";"0,873";"-2,17"
"19943";"dron";"3";"1,011";"0,873";"-2,17"
"19944";"kurdský";"3";"1,009";"0,872";"-2,17"
"19945";"Langerová";"3";"1,009";"0,871";"-2,17"
"19946";"CME";"3";"1,008";"0,871";"-2,171"
"19947";"divize";"5";"-2,178";"-7,883";"-2,171"
"19948";"boxerský";"3";"1,006";"0,869";"-2,171"
"19949";"letištní";"3";"1,005";"0,869";"-2,171"
"19950";"úmrtnost";"3";"1,002";"0,867";"-2,171"
"19951";"Aviv";"3";"1,002";"0,867";"-2,171"
"19952";"environmentální";"3";"1,001";"0,867";"-2,171"
"19953";"Glasgow";"3";"1,001";"0,866";"-2,171"
"19954";"del";"3";"0,998";"0,865";"-2,171"
"19955";"výletník";"3";"0,997";"0,864";"-2,171"
"19956";"western";"3";"0,997";"0,864";"-2,171"
"19957";"natahovat";"3";"0,994";"0,863";"-2,171"
"19958";"snímat";"3";"0,993";"0,862";"-2,171"
"19959";"pěvkyně";"3";"0,991";"0,861";"-2,171"
"19960";"stínadlo";"3";"0,99";"0,86";"-2,171"
"19961";"tlouci";"3";"0,987";"0,858";"-2,172"
"19962";"povzbuzení";"3";"0,984";"0,856";"-2,172"
"19963";"tápat";"3";"0,983";"0,855";"-2,172"
"19964";"stavění";"3";"0,98";"0,854";"-2,172"
"19965";"nachystaný";"3";"0,98";"0,854";"-2,172"
"19966";"Porto";"3";"0,979";"0,854";"-2,172"
"19967";"dopracovat";"3";"0,977";"0,852";"-2,172"
"19968";"křížení";"3";"0,977";"0,852";"-2,172"
"19969";"tlumočník";"3";"0,976";"0,851";"-2,172"
"19970";"přestěhování";"3";"0,976";"0,851";"-2,172"
"19971";"vyučený";"3";"0,975";"0,851";"-2,172"
"19972";"výšina";"3";"0,972";"0,849";"-2,172"
"19973";"rozkvetlý";"3";"0,968";"0,847";"-2,172"
"19974";"výstupní";"3";"0,967";"0,846";"-2,172"
"19975";"Dmitrij";"3";"0,967";"0,846";"-2,172"
"19976";"zrádný";"3";"0,965";"0,845";"-2,173"
"19977";"drtit";"3";"0,963";"0,843";"-2,173"
"19978";"rentgen";"3";"0,962";"0,843";"-2,173"
"19979";"vyhledávač";"3";"0,959";"0,841";"-2,173"
"19980";"masiv";"3";"0,959";"0,841";"-2,173"
"19981";"bioodpad";"3";"0,957";"0,84";"-2,173"
"19982";"plát";"3";"0,956";"0,839";"-2,173"
"19983";"Carolina";"3";"0,955";"0,838";"-2,173"
"19984";"Troška";"3";"0,954";"0,838";"-2,173"
"19985";"Švihov";"3";"0,953";"0,837";"-2,173"
"19986";"Horník";"3";"0,951";"0,836";"-2,173"
"19987";"žhář";"3";"0,948";"0,834";"-2,173"
"19988";"hierarchie";"3";"0,947";"0,834";"-2,173"
"19989";"štěrk";"3";"0,947";"0,834";"-2,173"
"19990";"Nováček";"3";"0,945";"0,833";"-2,174"
"19991";"přitažlivost";"3";"0,945";"0,832";"-2,174"
"19992";"úměrný";"3";"0,944";"0,831";"-2,174"
"19993";"ornitolog";"3";"0,943";"0,831";"-2,174"
"19994";"Fojtík";"3";"0,942";"0,831";"-2,174"
"19995";"zmást";"3";"0,942";"0,831";"-2,174"
"19996";"Argentinec";"3";"0,94";"0,829";"-2,174"
"19997";"uchytit";"3";"0,939";"0,829";"-2,174"
"19998";"malina";"3";"0,939";"0,829";"-2,174"
"19999";"12,5";"3";"0,938";"0,828";"-2,174"
"20000";"vzrůstající";"3";"0,935";"0,826";"-2,174"
"20001";"prostudovat";"3";"0,934";"0,825";"-2,174"
"20002";"hodinka";"3";"0,933";"0,825";"-2,174"
"20003";"šedesátka";"3";"0,932";"0,824";"-2,174"
"20004";"letět";"4";"-1,605";"-4,085";"-2,174"
"20005";"odveta";"4";"-1,606";"-4,089";"-2,175"
"20006";"zapnutý";"3";"0,923";"0,819";"-2,175"
"20007";"Katar";"3";"0,923";"0,818";"-2,175"
"20008";"gramotnost";"3";"0,921";"0,817";"-2,175"
"20009";"Pilip";"3";"0,921";"0,817";"-2,175"
"20010";"Hamry";"3";"0,919";"0,816";"-2,175"
"20011";"epocha";"3";"0,919";"0,816";"-2,175"
"20012";"Werner";"3";"0,917";"0,815";"-2,175"
"20013";"upadat";"3";"0,916";"0,814";"-2,175"
"20014";"skandinávský";"3";"0,916";"0,814";"-2,175"
"20015";"odebrání";"3";"0,915";"0,814";"-2,175"
"20016";"Šlégr";"3";"0,915";"0,813";"-2,175"
"20017";"bledý";"3";"0,914";"0,813";"-2,175"
"20018";"úkaz";"3";"0,914";"0,813";"-2,175"
"20019";"Billa";"3";"0,912";"0,812";"-2,175"
"20020";"Buchlovice";"3";"0,912";"0,812";"-2,175"
"20021";"zamrzlý";"3";"0,911";"0,811";"-2,175"
"20022";"kreace";"3";"0,911";"0,811";"-2,175"
"20023";"PP";"3";"0,911";"0,811";"-2,175"
"20024";"Astra";"3";"0,91";"0,81";"-2,175"
"20025";"ilustrační";"3";"0,91";"0,81";"-2,175"
"20026";"přečtení";"3";"0,907";"0,808";"-2,175"
"20027";"podvodný";"3";"0,905";"0,807";"-2,176"
"20028";"rozplynout";"3";"0,903";"0,806";"-2,176"
"20029";"strojek";"3";"0,902";"0,805";"-2,176"
"20030";"Tatry";"3";"0,901";"0,805";"-2,176"
"20031";"fotografka";"3";"0,898";"0,802";"-2,176"
"20032";"mělký";"3";"0,897";"0,802";"-2,176"
"20033";"sanatorium";"3";"0,896";"0,801";"-2,176"
"20034";"embargo";"3";"0,895";"0,801";"-2,176"
"20035";"burcovat";"3";"0,893";"0,8";"-2,176"
"20036";"truhlář";"3";"0,891";"0,798";"-2,176"
"20037";"vyřádit";"3";"0,891";"0,798";"-2,176"
"20038";"čekací";"3";"0,89";"0,798";"-2,176"
"20039";"smartphone";"3";"0,89";"0,797";"-2,176"
"20040";"úpatí";"3";"0,888";"0,796";"-2,176"
"20041";"dopřávat";"3";"0,888";"0,796";"-2,176"
"20042";"zapojený";"3";"0,887";"0,795";"-2,176"
"20043";"vyrovnání";"4";"-1,613";"-4,119";"-2,177"
"20044";"Wilson";"3";"0,882";"0,792";"-2,177"
"20045";"vyčerpávající";"3";"0,881";"0,792";"-2,177"
"20046";"okradený";"3";"0,88";"0,791";"-2,177"
"20047";"odevzdaný";"3";"0,879";"0,791";"-2,177"
"20048";"popř";"3";"0,875";"0,788";"-2,177"
"20049";"Kalina";"3";"0,875";"0,787";"-2,177"
"20050";"cihelna";"3";"0,875";"0,787";"-2,177"
"20051";"komnata";"3";"0,875";"0,787";"-2,177"
"20052";"paseka";"3";"0,874";"0,787";"-2,177"
"20053";"hodnost";"3";"0,874";"0,787";"-2,177"
"20054";"protiprávní";"3";"0,872";"0,786";"-2,177"
"20055";"Heřman";"3";"0,869";"0,784";"-2,177"
"20056";"důvěryhodnost";"3";"0,868";"0,783";"-2,177"
"20057";"nedodržení";"3";"0,868";"0,783";"-2,177"
"20058";"řetízek";"3";"0,868";"0,783";"-2,177"
"20059";"kovárna";"3";"0,868";"0,783";"-2,177"
"20060";"Villa";"3";"0,867";"0,783";"-2,177"
"20061";"Špotáková";"3";"0,867";"0,782";"-2,177"
"20062";"mračno";"3";"0,864";"0,781";"-2,178"
"20063";"temnota";"3";"0,861";"0,779";"-2,178"
"20064";"Patria";"3";"0,86";"0,778";"-2,178"
"20065";"impozantní";"3";"0,86";"0,778";"-2,178"
"20066";"Vrbno";"3";"0,858";"0,777";"-2,178"
"20067";"doskok";"3";"0,858";"0,777";"-2,178"
"20068";"hřídel";"3";"0,855";"0,775";"-2,178"
"20069";"středohoří";"3";"0,854";"0,774";"-2,178"
"20070";"urychleně";"3";"0,854";"0,774";"-2,178"
"20071";"tlumit";"3";"0,854";"0,774";"-2,178"
"20072";"_";"3";"0,85";"0,771";"-2,178"
"20073";"naleziště";"3";"0,849";"0,771";"-2,178"
"20074";"plavební";"3";"0,847";"0,769";"-2,179"
"20075";"přerušit";"4";"-1,62";"-4,149";"-2,179"
"20076";"vibrace";"3";"0,843";"0,767";"-2,179"
"20077";"zastínit";"3";"0,842";"0,766";"-2,179"
"20078";"libero";"3";"0,841";"0,765";"-2,179"
"20079";"měřený";"3";"0,841";"0,765";"-2,179"
"20080";"dovolat";"3";"0,839";"0,764";"-2,179"
"20081";"Czechinvest";"3";"0,838";"0,763";"-2,179"
"20082";"přijímačka";"3";"0,835";"0,761";"-2,179"
"20083";"Vůjtek";"3";"0,835";"0,761";"-2,179"
"20084";"Rose";"3";"0,835";"0,761";"-2,179"
"20085";"semilský";"3";"0,835";"0,761";"-2,179"
"20086";"TGM";"3";"0,834";"0,761";"-2,179"
"20087";"Lipsko";"3";"0,834";"0,76";"-2,179"
"20088";"spřízněný";"3";"0,833";"0,76";"-2,179"
"20089";"WRC";"3";"0,832";"0,759";"-2,179"
"20090";"mateřství";"3";"0,832";"0,759";"-2,179"
"20091";"rozloučená";"3";"0,831";"0,759";"-2,179"
"20092";"nespočet";"3";"0,829";"0,757";"-2,179"
"20093";"vodohospodář";"3";"0,822";"0,753";"-2,18"
"20094";"Emanuel";"3";"0,822";"0,752";"-2,18"
"20095";"tematicky";"3";"0,82";"0,751";"-2,18"
"20096";"snímač";"3";"0,819";"0,75";"-2,18"
"20097";"kulinářský";"3";"0,818";"0,75";"-2,18"
"20098";"hromadit";"3";"0,818";"0,75";"-2,18"
"20099";"kamení";"3";"0,817";"0,749";"-2,18"
"20100";"pakt";"3";"0,816";"0,748";"-2,18"
"20101";"pozítří";"3";"0,814";"0,747";"-2,18"
"20102";"Y";"3";"0,813";"0,746";"-2,18"
"20103";"ozdobný";"3";"0,812";"0,745";"-2,18"
"20104";"pouť";"4";"-1,626";"-4,175";"-2,18"
"20105";"svazovat";"3";"0,809";"0,743";"-2,181"
"20106";"mostní";"3";"0,803";"0,74";"-2,181"
"20107";"basket";"3";"0,801";"0,738";"-2,181"
"20108";"pískovcový";"3";"0,801";"0,738";"-2,181"
"20109";"přívoz";"3";"0,798";"0,736";"-2,181"
"20110";"vylovit";"3";"0,798";"0,736";"-2,181"
"20111";"měnící";"3";"0,797";"0,735";"-2,181"
"20112";"laguna";"3";"0,794";"0,733";"-2,181"
"20113";"114";"3";"0,794";"0,733";"-2,181"
"20114";"autonehoda";"3";"0,793";"0,732";"-2,181"
"20115";"Březnice";"3";"0,792";"0,731";"-2,181"
"20116";"účelný";"3";"0,79";"0,731";"-2,182"
"20117";"Bořek";"3";"0,79";"0,73";"-2,182"
"20118";"rafinovaný";"3";"0,789";"0,729";"-2,182"
"20119";"Michail";"3";"0,78";"0,723";"-2,182"
"20120";"118";"3";"0,779";"0,723";"-2,182"
"20121";"tíživý";"3";"0,774";"0,719";"-2,182"
"20122";"svatováclavský";"3";"0,772";"0,718";"-2,183"
"20123";"dubový";"3";"0,771";"0,717";"-2,183"
"20124";"hlavice";"3";"0,771";"0,717";"-2,183"
"20125";"airbag";"3";"0,77";"0,716";"-2,183"
"20126";"rtěnka";"3";"0,768";"0,715";"-2,183"
"20127";"senátorka";"3";"0,766";"0,714";"-2,183"
"20128";"zmizelý";"3";"0,76";"0,709";"-2,183"
"20129";"McLaren";"3";"0,759";"0,708";"-2,183"
"20130";"konsolidační";"3";"0,757";"0,707";"-2,183"
"20131";"sekání";"3";"0,752";"0,704";"-2,184"
"20132";"džus";"3";"0,752";"0,703";"-2,184"
"20133";"odhalený";"3";"0,75";"0,702";"-2,184"
"20134";"chlapecký";"3";"0,741";"0,696";"-2,184"
"20135";"odlišit";"3";"0,741";"0,696";"-2,184"
"20136";"Zahradník";"3";"0,74";"0,695";"-2,184"
"20137";"andělský";"3";"0,74";"0,695";"-2,184"
"20138";"kufřík";"3";"0,739";"0,694";"-2,184"
"20139";"jednatřicetiletý";"3";"0,737";"0,693";"-2,184"
"20140";"kontrovat";"3";"0,737";"0,693";"-2,184"
"20141";"Vodafone";"3";"0,736";"0,692";"-2,185"
"20142";"Bohdaneč";"3";"0,735";"0,692";"-2,185"
"20143";"pohlížet";"3";"0,73";"0,688";"-2,185"
"20144";"textilie";"3";"0,729";"0,687";"-2,185"
"20145";"viditelnost";"3";"0,729";"0,687";"-2,185"
"20146";"diabetes";"3";"0,729";"0,687";"-2,185"
"20147";"mladičký";"3";"0,725";"0,684";"-2,185"
"20148";"zaplést";"3";"0,725";"0,684";"-2,185"
"20149";"snoubenec";"3";"0,723";"0,683";"-2,185"
"20150";"biskupský";"3";"0,72";"0,681";"-2,185"
"20151";"polemika";"3";"0,714";"0,676";"-2,186"
"20152";"B1";"3";"0,713";"0,676";"-2,186"
"20153";"drogerie";"3";"0,711";"0,674";"-2,186"
"20154";"123";"3";"0,71";"0,673";"-2,186"
"20155";"Moravia";"3";"0,71";"0,673";"-2,186"
"20156";"informovanost";"3";"0,708";"0,672";"-2,186"
"20157";"vyslovovat";"3";"0,707";"0,671";"-2,186"
"20158";"excelentní";"3";"0,706";"0,67";"-2,186"
"20159";"grilování";"3";"0,705";"0,669";"-2,186"
"20160";"balvan";"3";"0,703";"0,668";"-2,186"
"20161";"nadbytečný";"3";"0,696";"0,663";"-2,187"
"20162";"mrtvice";"3";"0,695";"0,662";"-2,187"
"20163";"Flora";"3";"0,694";"0,661";"-2,187"
"20164";"Žáček";"3";"0,691";"0,659";"-2,187"
"20165";"čtečka";"3";"0,69";"0,658";"-2,187"
"20166";"mnohonásobně";"3";"0,686";"0,655";"-2,187"
"20167";"dluhový";"3";"0,681";"0,651";"-2,188"
"20168";"stylově";"3";"0,68";"0,651";"-2,188"
"20169";"zážehový";"3";"0,678";"0,65";"-2,188"
"20170";"ozvěna";"3";"0,676";"0,648";"-2,188"
"20171";"optika";"3";"0,675";"0,647";"-2,188"
"20172";"Alexandra";"3";"0,673";"0,646";"-2,188"
"20173";"přemlouvat";"3";"0,673";"0,646";"-2,188"
"20174";"krušnohorský";"3";"0,669";"0,643";"-2,188"
"20175";"145";"3";"0,668";"0,642";"-2,188"
"20176";"naráz";"3";"0,665";"0,639";"-2,189"
"20177";"Šíma";"3";"0,663";"0,638";"-2,189"
"20178";"Borek";"3";"0,663";"0,638";"-2,189"
"20179";"rozhlížet";"3";"0,662";"0,638";"-2,189"
"20180";"střep";"3";"0,66";"0,636";"-2,189"
"20181";"Verner";"3";"0,659";"0,635";"-2,189"
"20182";"přezdívaný";"3";"0,655";"0,632";"-2,189"
"20183";"týniště";"3";"0,655";"0,632";"-2,189"
"20184";"štace";"3";"0,655";"0,632";"-2,189"
"20185";"výměnný";"3";"0,654";"0,631";"-2,189"
"20186";"přespat";"3";"0,654";"0,631";"-2,189"
"20187";"odstavený";"3";"0,651";"0,629";"-2,189"
"20188";"fest";"3";"0,646";"0,625";"-2,19"
"20189";"kupa";"3";"0,645";"0,625";"-2,19"
"20190";"pobřežní";"3";"0,645";"0,624";"-2,19"
"20191";"spojenecký";"3";"0,642";"0,622";"-2,19"
"20192";"Sibiř";"3";"0,642";"0,622";"-2,19"
"20193";"převléknout";"3";"0,639";"0,62";"-2,19"
"20194";"Němka";"3";"0,638";"0,619";"-2,19"
"20195";"výprodej";"3";"0,637";"0,618";"-2,19"
"20196";"výprask";"3";"0,633";"0,615";"-2,191"
"20197";"Žižkův";"3";"0,633";"0,615";"-2,191"
"20198";"srážet";"3";"0,631";"0,614";"-2,191"
"20199";"Vsetínsko";"3";"0,63";"0,613";"-2,191"
"20200";"radovánky";"3";"0,629";"0,612";"-2,191"
"20201";"Ládin";"3";"0,625";"0,609";"-2,191"
"20202";"vražedný";"3";"0,625";"0,609";"-2,191"
"20203";"zatančit";"3";"0,624";"0,608";"-2,191"
"20204";"předpovědět";"3";"0,624";"0,608";"-2,191"
"20205";"vymezovat";"3";"0,623";"0,607";"-2,191"
"20206";"Love";"3";"0,622";"0,607";"-2,191"
"20207";"Diviš";"3";"0,622";"0,607";"-2,191"
"20208";"vytvoření";"4";"-1,663";"-4,334";"-2,191"
"20209";"kamínek";"3";"0,62";"0,605";"-2,191"
"20210";"reality";"3";"0,619";"0,604";"-2,191"
"20211";"Green";"3";"0,618";"0,604";"-2,191"
"20212";"zátiší";"3";"0,618";"0,603";"-2,191"
"20213";"Hannover";"3";"0,618";"0,603";"-2,191"
"20214";"trefa";"4";"-1,665";"-4,34";"-2,192"
"20215";"Postoloprty";"3";"0,615";"0,601";"-2,192"
"20216";"Mimoň";"3";"0,612";"0,598";"-2,192"
"20217";"Albánie";"3";"0,61";"0,597";"-2,192"
"20218";"dvaatřicet";"3";"0,609";"0,597";"-2,192"
"20219";"8,5";"3";"0,608";"0,596";"-2,192"
"20220";"zavěšený";"3";"0,604";"0,593";"-2,192"
"20221";"jas";"3";"0,604";"0,592";"-2,192"
"20222";"požehnání";"3";"0,602";"0,591";"-2,192"
"20223";"Energy";"3";"0,602";"0,591";"-2,192"
"20224";"Nýrsko";"3";"0,602";"0,591";"-2,192"
"20225";"popud";"3";"0,599";"0,589";"-2,193"
"20226";"Keňa";"3";"0,598";"0,587";"-2,193"
"20227";"zpovídat";"3";"0,596";"0,586";"-2,193"
"20228";"point";"3";"0,596";"0,586";"-2,193"
"20229";"Růžičková";"3";"0,595";"0,586";"-2,193"
"20230";"křoví";"3";"0,594";"0,585";"-2,193"
"20231";"lodička";"3";"0,591";"0,582";"-2,193"
"20232";"hold";"3";"0,591";"0,582";"-2,193"
"20233";"pondělek";"3";"0,585";"0,577";"-2,193"
"20234";"tucet";"3";"0,585";"0,577";"-2,193"
"20235";"baterka";"3";"0,585";"0,577";"-2,193"
"20236";"gastronomický";"3";"0,583";"0,576";"-2,194"
"20237";"nádhera";"3";"0,583";"0,576";"-2,194"
"20238";"chemik";"3";"0,581";"0,574";"-2,194"
"20239";"drink";"3";"0,58";"0,573";"-2,194"
"20240";"zpomalovat";"3";"0,579";"0,573";"-2,194"
"20241";"stabilizovaný";"3";"0,573";"0,568";"-2,194"
"20242";"Phoenix";"3";"0,569";"0,565";"-2,194"
"20243";"delikt";"3";"0,568";"0,563";"-2,195"
"20244";"náhrobek";"3";"0,567";"0,563";"-2,195"
"20245";"bunkr";"3";"0,567";"0,563";"-2,195"
"20246";"relaxovat";"3";"0,563";"0,56";"-2,195"
"20247";"vázaný";"3";"0,562";"0,559";"-2,195"
"20248";"fotogalerie";"3";"0,56";"0,557";"-2,195"
"20249";"akrobatický";"3";"0,551";"0,55";"-2,196"
"20250";"Východočech";"3";"0,55";"0,549";"-2,196"
"20251";"přeborník";"3";"0,546";"0,546";"-2,196"
"20252";"příčný";"3";"0,546";"0,545";"-2,196"
"20253";"ústupek";"3";"0,545";"0,545";"-2,196"
"20254";"brexit";"3";"0,542";"0,542";"-2,196"
"20255";"smyčka";"3";"0,542";"0,542";"-2,196"
"20256";"šála";"3";"0,541";"0,542";"-2,196"
"20257";"Chrastava";"3";"0,539";"0,54";"-2,196"
"20258";"port";"3";"0,538";"0,54";"-2,196"
"20259";"Andrew";"3";"0,538";"0,539";"-2,196"
"20260";"zabezpečený";"3";"0,536";"0,538";"-2,197"
"20261";"Jihostroj";"3";"0,536";"0,537";"-2,197"
"20262";"přebrat";"3";"0,536";"0,537";"-2,197"
"20263";"zkracovat";"3";"0,533";"0,535";"-2,197"
"20264";"učitelský";"3";"0,531";"0,533";"-2,197"
"20265";"pomluva";"3";"0,53";"0,533";"-2,197"
"20266";"1954";"3";"0,53";"0,532";"-2,197"
"20267";"navyšovat";"3";"0,528";"0,531";"-2,197"
"20268";"OK";"3";"0,528";"0,531";"-2,197"
"20269";"Vrána";"3";"0,527";"0,53";"-2,197"
"20270";"pohladit";"3";"0,527";"0,53";"-2,197"
"20271";"akreditace";"3";"0,523";"0,527";"-2,197"
"20272";"dříví";"3";"0,519";"0,523";"-2,198"
"20273";"vhodit";"3";"0,519";"0,523";"-2,198"
"20274";"Uherskohradišťsko";"3";"0,515";"0,52";"-2,198"
"20275";"Soul";"3";"0,514";"0,519";"-2,198"
"20276";"konzerva";"3";"0,513";"0,518";"-2,198"
"20277";"dotovaný";"3";"0,511";"0,517";"-2,198"
"20278";"knoflík";"3";"0,509";"0,515";"-2,198"
"20279";"astronom";"3";"0,505";"0,512";"-2,199"
"20280";"tabu";"3";"0,497";"0,505";"-2,199"
"20281";"publikace";"4";"-1,69";"-4,454";"-2,199"
"20282";"pohovka";"3";"0,494";"0,502";"-2,199"
"20283";"1928";"3";"0,494";"0,502";"-2,199"
"20284";"Bendl";"3";"0,492";"0,501";"-2,199"
"20285";"výpad";"3";"0,492";"0,501";"-2,199"
"20286";"zlákat";"3";"0,491";"0,5";"-2,199"
"20287";"Roland";"3";"0,491";"0,5";"-2,2"
"20288";"vzrušení";"3";"0,488";"0,497";"-2,2"
"20289";"svižný";"3";"0,488";"0,497";"-2,2"
"20290";"krov";"3";"0,488";"0,497";"-2,2"
"20291";"přečkat";"3";"0,486";"0,495";"-2,2"
"20292";"čajovna";"3";"0,486";"0,495";"-2,2"
"20293";"výstražný";"3";"0,485";"0,495";"-2,2"
"20294";"umělkyně";"3";"0,483";"0,493";"-2,2"
"20295";"řezat";"3";"0,482";"0,492";"-2,2"
"20296";"chátrající";"3";"0,481";"0,491";"-2,2"
"20297";"vzpoura";"3";"0,476";"0,487";"-2,2"
"20298";"domněnka";"3";"0,475";"0,486";"-2,201"
"20299";"pouťový";"3";"0,474";"0,485";"-2,201"
"20300";"videoklip";"3";"0,469";"0,481";"-2,201"
"20301";"klišé";"3";"0,468";"0,48";"-2,201"
"20302";"Heinz";"3";"0,467";"0,479";"-2,201"
"20303";"sirup";"3";"0,466";"0,478";"-2,201"
"20304";"Melbourne";"3";"0,464";"0,476";"-2,201"
"20305";"odlišnost";"3";"0,464";"0,476";"-2,201"
"20306";"Králová";"3";"0,463";"0,476";"-2,201"
"20307";"natrvalo";"3";"0,462";"0,475";"-2,201"
"20308";"kazeta";"3";"0,462";"0,475";"-2,201"
"20309";"KB";"3";"0,459";"0,472";"-2,202"
"20310";"hrozivý";"3";"0,457";"0,47";"-2,202"
"20311";"brigádník";"3";"0,455";"0,468";"-2,202"
"20312";"zakrývat";"3";"0,453";"0,467";"-2,202"
"20313";"dobývat";"3";"0,452";"0,466";"-2,202"
"20314";"kredit";"3";"0,448";"0,463";"-2,202"
"20315";"Singapur";"3";"0,445";"0,46";"-2,203"
"20316";"jakož";"3";"0,445";"0,459";"-2,203"
"20317";"Scott";"3";"0,443";"0,458";"-2,203"
