id;left;kwic;right
"27";"""/""/Z:------------- Ale/ale/J^------------- co/co/TT------------- ,/,/Z:------------- no/no/TT------------- totiž/totiž/TT------------- ,/,/Z:------------- ""/""/Z:------------- blábolil/blábolit/VpMS----R-AAI-- rytíř/rytíř/NNMS1-----A---- ,/,/Z:------------- kterému/který/P4MS3---------- vzdor/vzdor/RR--3---------- tomu/ten/PDIS3---------- dni/den/NNIS3-----A---1 divů/div/NNIP2-----A---- zhoustl/zhoustnout/VpIS----R-AAP-1 dech/dech/NNIS1-----A---- ,/,/Z:------------- ""/""/Z:------------- vy/vy/PP-P1--2------- ke/k/RV--3---------- mně/já/PP-S3--1------- .../.../Z:------------- vy/vy/PP-P1--2------- ke/k/RV--3---------- mně/já/PP-S3--1------- snad/snad/TT-------------";"chováte/chovat/VB-P---2P-AAI-- lásku/láska/NNFS4-----A----";"?/?/Z:------------- ""/""/Z:-------------"
"28";"Terminál/terminál/NNIS1-----A---- pro/pro/RR--4---------- dálkové/dálkový/AAIP4----1A---- lety/let/NNIP4-----A---- se/se/P7--4---------- tehdy/tehdy/Db-------------";"choval/chovat/VpIS----R-AAI-- jako/jako/J,------------- dozvuková/dozvukový/AAFS1----1A---- komora/komora/NNFS1-----A---- ,/,/Z:------------- a/a/J^------------- tak/tak/J^------------- uslyšel/uslyšet/VpMS----R-AAP-- její/její/PSIS4FS3------- hlas/hlas/NNIS4-----A---- jako/jako/J,------------- ozvěnu/ozvěna/NNFS4-----A---- vracející/vracející/AGFS4-----A---- se/se/P7--4---------- z/z/RR--2---------- budoucnosti/budoucnost/NNFS2-----A---- ,/,/Z:------------- aby/aby|být/J,-------------|Vc----------I-- probudila/probudit/VpFS----R-AAP-- jeho/jeho/PSFS4-S3------- lásku/láska/NNFS4-----A----";"././Z:-------------"
"29";"Od/od/RR--2---------- rodičů/rodič/NNMP2-----A---- víme/vědět/VB-P---1P-AAI-- ,/,/Z:------------- jak/jak/J,------------- by/být/Vc----------I-- to/ten/PDNS1---------- mělo/mít/VpNS----R-AAI-- fungovat/fungovat/Vf--------A-I-- s/s/RR--7---------- péčí/péče/NNFS7-----A---- o/o/RR--4---------- děti/dítě/NNFP4-----A---- i/i/J^------------- s/s/RR--7---------- držením/držení/NNNS7-----A---- rodinné/rodinný/AAFS2----1A---- pokladny/pokladna/NNFS2-----A---- ,/,/Z:------------- a/a/J^------------- také/také/Db------------- od/od/RR--2---------- nich/oni/P5FP2--3------- víme/vědět/VB-P---1P-AAI-- ,/,/Z:------------- jak/jak/J,------------- řešit/řešit/Vf--------A-I-- hádky/hádka/NNFP4-----A---- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- k/k/RR--3---------- sobě/se/P6--3----------";"chovat/chovat/Vf--------A-I-- i/i/J^------------- jak/jak/Db------------- si/se/P7--3---------- projevovat/projevovat/Vf--------A-I-- lásku/láska/NNFS4-----A----";"././Z:-------------"
"30";"Královna/královna/NNFS1-----A---- Žofie/Žofie/NNFS1-----A---- a/a/J^------------- Jan/Jan/NNMS1-----A---- Hus/Hus/NNMS1-----A---- k/k/RR--3---------- sobě/se/P6--3----------";"chovají/chovat/VB-P---3P-AAI-- city/cit/NNIP4-----A---- ,/,/Z:------------- lásku/láska/NNFS4-----A----";",/,/Z:------------- náklonnost/náklonnost/NNFS4-----A---- ,/,/Z:------------- protože/protože/J,------------- se/se/P7--4---------- znají/znát/VB-P---3P-AAI-- dlouho/dlouho/Dg-------1A---- ././Z:-------------"
"31";"Od/od/RR--2---------- počátku/počátek/NNIS2-----A---- také/také/Db-------------";"chovali/chovat/VpMP----R-AAI-- zvláštní/zvláštní/AAFS4----1A---- lásku/láska/NNFS4-----A----";"k/k/RR--3---------- Eldar/Eldar/NNMP1-----A---- a/a/J^------------- hluboce/hluboce/Dg-------1A---- ctili/ctít/VpMP----R-AAI-- Valar/Valar/X@------------- ;/;/Z:------------- když/když/J,------------- rostl/růst/VpIS----R-AAI-- Stín/stín/NNIS1-----A---- ,/,/Z:------------- pomáhali/pomáhat/VpMP----R-AAI-- Věrným/věrný/AAMP3----1A---- ,/,/Z:------------- jak/jak/Db------------- mohli/moci/VpMP----R-AAI-- ././Z:-------------"
"32";"Kromě/kromě/RR--2---------- sportu/sport/NNIS2-----A----";"chová/chovat/VB-S---3P-AAI-- také/také/Db------------- velkou/velký/AAFS4----1A---- lásku/láska/NNFS4-----A----";"k/k/RR--3---------- přírodě/příroda/NNFS3-----A---- a/a/J^------------- jejím/její/PSIS7FS3------- koníčkem/koníček/NNIS7-----A---- je/být/VB-S---3P-AAI-- i/i/J^------------- vaření/vaření/NNNS1-----A---- ././Z:-------------"
"33";"Temné/temný/AANS1----1A---- tajemství/tajemství/NNNS1-----A---- zůstalo/zůstat/VpNS----R-AAP-- jen/jen/Db------------- mezi/mezi/RR--7---------- ní/on/P5FS7--3------- a/a/J^------------- Jackem/Jack/NNMS7-----A---- ,/,/Z:------------- protože/protože/J,------------- on/on/PPMS1--3------- k/k/RR--3---------- ní/on/P5FS3--3-------";"choval/chovat/VpMS----R-AAI-- bezvýhradnou/bezvýhradný/AAFS4----1A---- lásku/láska/NNFS4-----A----";",/,/Z:------------- jedinou/jediný/AAFS4----1A---- ,/,/Z:------------- jakou/jaký/P4FS4---------- kdy/kdy/Db------------- poznala/poznat/VpFS----R-AAP-- ././Z:-------------"
"34";"Právě/právě/Db------------- tady/tady/Db------------- jsme/být/VB-P---1P-AAI-- objevili/objevit/VpMP----R-AAP-- ,/,/Z:------------- že/že/J,-------------";"chováme/chovat/VB-P---1P-AAI-- společnou/společný/AAFS4----1A---- lásku/láska/NNFS4-----A----";"k/k/RR--3---------- Malbeku/malbek/NNIS3-----A---- ,/,/Z:------------- které/který/P4FP4---------- tady/tady/Db------------- vyrábějí/vyrábět/VB-P---3P-AAI-- v/v/RR--6---------- malém/malý/AANS6----1A---- vinařství/vinařství/NNNS6-----A---- Geyse/Geyse/X@------------- Peak/Peak/F%------------- ././Z:-------------"
"35";"Čeká/čekat/VB-S---3P-AAI-- je/oni/PPMP4--3------- tu/tu/Db------------- příběh/příběh/NNIS1-----A---- čtyřicetiletého/čtyřicetiletý/AAMS2----1A---- Ludvíka/Ludvík/NNMS2-----A---- ,/,/Z:------------- který/který/P4MS1---------- navzdory/navzdory/RR--3---------- svému/svůj/P8IS3---------- věku/věk/NNIS3-----A---- zůstává/zůstávat/VB-S---3P-AAI-- věrným/věrný/AAMS7----1A---- příznivcem/příznivec/NNMS7-----A---- svých/svůj/P8MP2---------- idolů/idol/NNMP2-----A---- ,/,/Z:------------- stále/stále/Dg-------1A---- se/se/P7--4----------";"chová/chovat/VB-S---3P-AAI-- ,/,/Z:------------- češe/česat/VB-S---3P-AAI-1 i/i/J^------------- obléká/oblékat/VB-S---3P-AAI-- jako/jako/J,------------- oni/oni/PPMP1--3------- -/-/Z:------------- a/a/J^------------- je/být/VB-S---3P-AAI-- pořád/pořád/Db------------- sám/sám/PLMS1---------- ,/,/Z:------------- protože/protože/J,------------- kvůli/kvůli/RR--3---------- tomu/ten/PDNS3---------- nemá/mít/VB-S---3P-NAI-- čas/čas/NNIS4-----A---- sám/sám/PLMS1---------- na/na/RR--4---------- sebe/se/P6--4---------- ani/ani/J^------------- na/na/RR--4---------- skutečnou/skutečný/AAFS4----1A---- lásku/láska/NNFS4-----A----";"././Z:-------------"
"36";"Vždycky/vždy/Db------------- ,/,/Z:------------- když/když/J,------------- se/se/P7--4---------- k/k/RR--3---------- němu/on/P5MS3--3------- Leo/Leo/NNMS1-----A----";"choval/chovat/VpMS----R-AAI-- chladně/chladně/Dg-------1A---- nebo/nebo/J^------------- hrubě/hrubě/Dg-------1A---- ,/,/Z:------------- dotýkalo/dotýkat/VpNS----R-AAI-- se/se/P7--4---------- ho/on/PHMS4--3------- to/ten/PDNS1---------- jako/jako/J,------------- malého/malý/AANS2----1A---- dítěte/dítě/NNNS2-----A---- -/-/Z:------------- pak/pak/Db------------- si/se/P7--3---------- to/ten/PDNS4---------- vždycky/vždy/Db------------- přebral/přebrat/VpMS----R-AAP-- a/a/J^------------- nalezl/nalézt/VpMS----R-AAP-- v/v/RR--6---------- tom/ten/PDNS6---------- jakousi/jakýsi/PZFS4---------- vzdornou/vzdorný/AAFS4----1A---- lásku/láska/NNFS4-----A----";"././Z:-------------"
