id;left;kwic;right
"694";"„/""/Z:------------- Necítím/cítit/VB-S---1P-NAI-- se/se/P7--4---------- starší/starý/AAMS1----2A---- a/a/J^------------- nemám/mít/VB-S---1P-NAI-- ani/ani/J^-------------";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- vypadám/vypadat/VB-S---1P-AAI-- starší/starý/AAFS1----2A---- ,/,/Z:------------- takže/takže/J,------------- se/se/P7--4---------- chovám/chovat/VB-S---1P-AAI--";"stejně/stejně/Dg-------1A---- ,/,/Z:------------- jako/jako/J,------------- jsem/být/VB-S---1P-AAI-- se/se/P7--4---------- chovala/chovat/VpFS----R-AAI-- vždy/vždy/Db------------- ,/,/Z:------------- “/""/Z:------------- tvrdí/tvrdit/VB-S---3P-AAI-- ././Z:-------------"
"695";"Mají/mít/VB-P---3P-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- sebedůvěra/sebedůvěra/NNFS1-----A---- se/se/P7--4---------- vyjadřuje/vyjadřovat/VB-S---3P-AAI-- tak/tak/Db------------- ,/,/Z:------------- že/že/J,------------- se/se/P7--4---------- chovám/chovat/VB-S---1P-AAI--";"přezíravě/přezíravě/Dg-------1A---- k/k/RR--3---------- ostatním/ostatní/AAMP3----1A---- ././Z:------------- “/""/Z:-------------"
"696";"Eva/Eva/NNFS1-----A---- Dřízgová/Dřízgová/NNFS1-----A---- operní/operní/AAFS1----1A---- zpěvačka/zpěvačka/NNFS1-----A---- »/""/Z:------------- Mám/mít/VB-S---1P-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- stát/stát/NNIS1-----A---- se/se/P7--4---------- chová/chovat/VB-S---3P-AAI--";"ke/k/RV--3---------- kraji/kraj/NNIS3-----A---- macešsky/macešsky/Dg-------1A---- V/v/RR--6---------- záměru/záměr/NNIS6-----A---- odepřít/odepřít/Vf--------A-P-- kraji/kraj/NNIS3-----A---- dotaci/dotace/NNFS4-----A---- na/na/RR--4---------- stavbu/stavba/NNFS4-----A---- vědecké/vědecký/AAFS2----1A---- knihovny/knihovna/NNFS2-----A---- hraje/hrát/VB-S---3P-AAI-- roli/role/NNFS4-----A---- víc/hodně/Dg-------2A---- faktorů/faktor/NNIP2-----A---- ././Z:-------------"
"697";"Chápu/chápat/VB-S---1P-AAI--";"pocity/pocit/NNIP4-----A---- slušného/slušný/AAMS2----1A---- Roma/Rom/NNMS2-----A---- ,/,/Z:------------- kterého/který/P4MS4---------- někde/někde/Db------------- nepustí/pustit/VB-S---3P-NAP-- do/do/RR--2---------- restaurace/restaurace/NNFS2-----A---- nebo/nebo/J^------------- se/se/P7--4---------- k/k/RR--3---------- němu/on/P5MS3--3------- chovají/chovat/VB-P---3P-AAI--";"přezíravě/přezíravě/Dg-------1A---- na/na/RR--6---------- úřadě/úřad/NNIS6-----A---- nebo/nebo/J^------------- v/v/RR--6---------- zaměstnání/zaměstnání/NNNS6-----A---- ././Z:-------------"
"698";"""/""/Z:------------- Mnohdy/mnohdy/Db------------- mám/mít/VB-S---1P-AAI-- depresivní/depresivní/AAIS4----1A----";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- máme/mít/VB-P---1P-AAI-- dvě/dva/ClFP4---------- komory/komora/NNFP4-----A---- ,/,/Z:------------- které/který/P4FP1---------- se/se/P7--4---------- chovají/chovat/VB-P---3P-AAI--";"stejně/stejně/Dg-------1A---- stranicky/stranicky/Dg-------1A---- ,/,/Z:------------- jen/jen/Db------------- v/v/RR--6---------- nich/oni/P5FP6--3------- panují/panovat/VB-P---3P-AAI-- odlišné/odlišný/AAIP1----1A---- aritmetické/aritmetický/AAIP1----1A---- poměry/poměry/NNIP1-----A---- ././Z:-------------"
"699";"I/i/J^------------- při/při/RR--6---------- vyhýbacím/vyhýbací/AAIS6----1A---- manévru/manévr/NNIS6-----A---- jsme/být/VB-P---1P-AAI-- měli/mít/VpMP----R-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- se/se/P7--4---------- stabilizace/stabilizace/NNFS1-----A---- Golfu/golf/NNIS2-----A---- GTI/GTI/BN------------- chová/chovat/VB-S---3P-AAI--";"nějak/nějak/Db------------- zbytečně/zbytečně/Dg-------1A---- úzkoprse/úzkoprse/Dg-------1A---- ././Z:-------------"
"700";"„/""/Z:------------- Statistiky/statistika/NNFP4-----A---- pojišťoven/pojišťovna/NNFP2-----A---- neznám/znát/VB-S---1P-NAI-- ,/,/Z:------------- ale/ale/J^------------- nemám/mít/VB-S---1P-NAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- by/být/Vc----------I-- se/se/P7--4---------- ostravští/ostravský/AAMP1----1A---- řidiči/řidič/NNMP1-----A---- dlouhodobě/dlouhodobě/Dg-------1A---- chovali/chovat/VpMP----R-AAI--";"nebezpečněji/bezpečně/Dg-------2N---- než/než/J,------------- třeba/třeba/TT------------- pražští/pražský/AAMP1----1A---- ././Z:-------------"
"701";"Mají/mít/VB-P---3P-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- si/se/P7--3---------- ke/k/RV--3---------- svým/svůj/P8MP3---------- partnerům/partner/NNMP3-----A---- mohou/moci/VB-P---3P-AAI-1 vše/všechen/PLNS4---------1 dovolit/dovolit/Vf--------A-P-- ,/,/Z:------------- chovat/chovat/Vf--------A-I--";"se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5MP3--3------- jako/jako/J,------------- ke/k/RV--3---------- svému/svůj/P8IS3---------- majetku/majetek/NNIS3-----A---- ,/,/Z:------------- nerespektovat/respektovat/Vf--------N-I-- jejich/jejich/PSIP4-P3------- city/cit/NNIP4-----A---- a/a/J^------------- hrdost/hrdost/NNFS4-----A---- ././Z:-------------"
"702";"Mám/mít/VB-S---1P-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- zástupci/zástupce/NNMP1-----A---- současné/současný/AAFS2----1A---- černorudé/černorudý/AAFS2----1A---- radniční/radniční/AAFS2----1A---- koalice/koalice/NNFS2-----A---- se/se/P7--4---------- chovají/chovat/VB-P---3P-AAI--";",/,/Z:------------- že/že/J,------------- vše/všechen/PLNS4---------1 mají/mít/VB-P---3P-AAI-- na/na/RR--4---------- věky/věk/NNIP4-----A---- ,/,/Z:------------- ""/""/Z:------------- reagoval/reagovat/VpMS----R-AAI-- šéf/šéf/NNMS1-----A---- zastupitelského/zastupitelský/AAIS2----1A---- klubu/klub/NNIS2-----A---- ODS/ODS/BN------------- Beneš/Beneš/NNMS1-----A---- ././Z:-------------"
"703";"Pokud/pokud/J,------------- máte/mít/VB-P---2P-AAI--";"pocit/pocit/NNIS4-----A---- ,/,/Z:------------- že/že/J,------------- lékaři/lékař/NNMP1-----A---- zanedbali/zanedbat/VpMP----R-AAP-- péči/péče/NNFS4-----A---- nebo/nebo/J^------------- se/se/P7--4---------- k/k/RR--3---------- vám/vy/PP-P3--2------- chovali/chovat/VpMP----R-AAI--";"neadekvátně/adekvátně/Dg-------1N---- ,/,/Z:------------- můžete/moci/VB-P---2P-AAI-- se/se/P7--4---------- na/na/RR--4---------- jejich/jejich/PSIS4-P3------- postup/postup/NNIS4-----A---- stěžovat/stěžovat/Vf--------A-I-- ././Z:-------------"
