id;left;kwic;right
"21";"";"Chovají/chovat/VB-P---3P-AAI-- ke/k/RV--3---------- skřetům/skřet/NNMP3-----A---- chladnou/chladný/AAFS4----1A---- a/a/J^------------- trpkou/trpký/AAFS4----1A---- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"22";"Když/když/J,------------- vůči/vůči/RR--3---------- sobě/se/P6--3----------";"chovám/chovat/VB-S---1P-AAI-- nějakou/nějaký/PZFS4---------- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- sebetrestání/sebetrestání/NNNS4-----A---- ,/,/Z:------------- sebepotlačování/sebepotlačování/NNNS4-----A---- ?/?/Z:-------------"
"23";"Atatürk/Atatürk/NNMS1-----A---- k/k/RR--3---------- Řekům/Řek/NNMP3-----A----";"nechoval/chovat/VpMS----R-NAI-- ani/ani/J^------------- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- ani/ani/J^------------- obdiv/obdiv/NNIS4-----A---- ././Z:-------------"
"24";"V/v/RR--6---------- takovém/takový/PDIS6---------- případě/případ/NNIS6-----A---- by/být/Vc----------I-- mohli/moci/VpMP----R-AAI-- začít/začít/Vf--------A-P--";"chovat/chovat/Vf--------A-I-- ke/k/RV--3---------- svým/svůj/P8MP3---------- majitelům/majitel/NNMP3-----A---- nenávist/nenávist/NNFS4-----A----";"nebo/nebo/J^------------- třeba/třeba/TT------------- jednat/jednat/Vf--------A-I-- sobecky/sobecky/Dg-------1A---- s/s/RR--7---------- vidinou/vidina/NNFS7-----A---- vlastního/vlastní/AAIS2----1A---- užitku/užitek/NNIS2-----A---- ././Z:-------------"
"25";"Jeho/jeho/PSMP1-S3------- spolubydlící/spolubydlící/NNMP1-----A---- by/být/Vc----------I-- ho/on/PHMS4--3------- za/za/RR--4---------- nezaslouženou/zasloužený/AAFS4----1N---- přízeň/přízeň/NNFS4-----A---- štěstěny/štěstěna/NNFS2-----A---- ze/z/RV--2---------- srdce/srdce/NNNS2-----A---- rádi/rád/ACMP------A---- nenáviděli/nenávidět/VpMP----R-AAI-- ,/,/Z:------------- ale/ale/J^------------- on/on/PPMS1--3------- se/se/P7--4----------";"choval/chovat/VpMS----R-AAI-- tak/tak/Db------------- mile/mile/Dg-------1A---- ,/,/Z:------------- že/že/J,------------- nebylo/být/VpNS----R-NAI-- možné/možný/AANS1----1A---- cítit/cítit/Vf--------A-I-- vůči/vůči/RR--3---------- němu/on/P5MS3--3------- nenávist/nenávist/NNFS4-----A----";"././Z:-------------"
"26";"Pocity/pocit/NNIP1-----A---- ,/,/Z:------------- které/který/P4IP4----------";"choval/chovat/VpMS----R-AAI-- ke/k/RV--3---------- svému/svůj/P8MS3---------- nevlastnímu/vlastní/AAMS3----1N---- otci/otec/NNMS3-----A---- ,/,/Z:------------- posunuly/posunout/VpIP----R-AAP-- nenávist/nenávist/NNFS4-----A----";"do/do/RR--2---------- nové/nový/AAFS2----1A---- roviny/rovina/NNFS2-----A---- ././Z:-------------"
"27";"""/""/Z:-------------";"Nechovám/chovat/VB-S---1P-NAI-- k/k/RR--3---------- němu/on/P5MS3--3------- nenávist/nenávist/NNFS4-----A----";",/,/Z:------------- ale/ale/J^------------- pohrdám/pohrdat/VB-S---1P-AAI-- jím/on/PPIS7--3------- ,/,/Z:------------- ""/""/Z:------------- nadutě/nadutě/Dg-------1A---- prohlásil/prohlásit/VpMS----R-AAP-- Gaňa/Gaňa/NNMS1-----A---- ././Z:-------------"
"28";"Nevypudil/vypudit/VpMS----R-NAP-- jsi/být/VB-S---2P-AAI-- ze/z/RV--2---------- své/svůj/P8FS2---------1 duše/duše/NNFS2-----A---- ďábla/ďábel/NNMS4-----A---- ,/,/Z:------------- když/když/J,------------- dosud/dosud/Db-------------";"chováš/chovat/VB-S---2P-AAI-- nenávist/nenávist/NNFS4-----A----";"ke/k/RV--3---------- své/svůj/P8FS3---------1 oběti/oběť/NNFS3-----A---- .../.../Z:------------- ""/""/Z:-------------"
"29";"Konvička/konvička/NNFS1-----A---- se/se/P7--4---------- podle/podle/RR--2---------- nich/oni/P5MP2--3-------";"chová/chovat/VB-S---3P-AAI-- neslušně/slušně/Dg-------1N---- a/a/J^------------- místo/místo/RR--2---------- diskuse/diskuse/NNFS2-----A---- pouze/pouze/Db------------- podněcuje/podněcovat/VB-S---3P-AAI-- zlobu/zloba/NNFS4-----A---- a/a/J^------------- nenávist/nenávist/NNFS4-----A----";"mezi/mezi/RR--7---------- lidmi/člověk/NNMP7-----A---- ././Z:-------------"
"30";"K/k/RR--3---------- nikomu/nikdo/PWM-3---------- už/už/Db-------------";"nechová/chovat/VB-S---3P-NAI-- nenávist/nenávist/NNFS4-----A----";""
