id;left;kwic;right
"176";"„/""/Z:------------- Informace/informace/NNFP1-----A---- ze/z/RV--2---------- západních/západní/AANP2----1A---- médií/médium/NNNP2-----A---- se/se/P7--4---------- šířily/šířit/VpFP----R-AAI-- ústním/ústní/AANS7----1A---- podáním/podání/NNNS7-----A---- a/a/J^------------- vyvolávaly/vyvolávat/VpFP----R-AAI-- nejen/nejen/Db-------------";"obavy/obava/NNFP4-----A---- ,/,/Z:------------- ale/ale/J^------------- likvidovaly/likvidovat/VpFP----R-AAB-- i/i/J^------------- poslední/poslední/AAIP4----1A---- zbytky/zbytek/NNIP4-----A---- důvěry/důvěra/NNFS2-----A---- ,/,/Z:------------- kterou/který/P4FS4---------- mohl/moci/VpMS----R-AAI-- průměrný/průměrný/AAMS1----1A---- občan/občan/NNMS1-----A---- k/k/RR--3---------- vládě/vláda/NNFS3-----A---- chovat/chovat/Vf--------A-I--";"././Z:-------------"
"177";"„/""/Z:------------- Někteří/některý/PZMP1---------- mohou/moci/VB-P---3P-AAI-1 mít/mít/Vf--------A-I-- také/také/Db-------------";"obavy/obava/NNFP4-----A---- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5FP3--3------- tady/tady/Db------------- budou/být/VB-P---3F-AAI-- lidé/člověk/NNMP1-----A---- chovat/chovat/Vf--------A-I--";",/,/Z:------------- “/""/Z:------------- dodal/dodat/VpMS----R-AAP-- Papež/papež/NNMS1-----A---- ././Z:-------------"
"178";"";"Obavy/obava/NNFP4-----A---- máme/mít/VB-P---1P-AAI-- od/od/RR--2---------- té/ten/PDFS2---------- doby/doba/NNFS2-----A---- ,/,/Z:------------- co/co/Db------------- se/se/P7--4---------- ptačí/ptačí/AAFS1----1A---- chřipka/chřipka/NNFS1-----A---- vyskytla/vyskytnout/VpFS----R-AAP-1 v/v/RR--6---------- Rumunsku/Rumunsko/NNNS6-----A---- ,/,/Z:------------- protože/protože/J,------------- kvůli/kvůli/RR--3---------- tomu/ten/PDNS3---------- nastal/nastat/VpIS----R-AAP-- tvrdý/tvrdý/AAIS1----1A---- cenový/cenový/AAIS1----1A---- propad/propad/NNIS1-----A---- ,/,/Z:------------- ""/""/Z:------------- přemítá/přemítat/VB-S---3P-AAI-- Zdeněk/Zdeněk/NNMS1-----A---- Duffek/Duffek/NNMS1-----A---- z/z/RR--2---------- Agropodniku/Agropodnik/NNIS2-----A---- Košetice/Košetice/NNFP1-----A---- ,/,/Z:------------- kde/kde/Db------------- v/v/RR--6---------- současné/současný/AAFS6----1A---- době/doba/NNFS6-----A---- chovají/chovat/VB-P---3P-AAI--";"38/38/C=------------- tisíc/tisíc/CzIP2---------1 kuřat/kuře/NNNP2-----A---- a/a/J^------------- dva/dva/ClIP1---------- tisíce/tisíc/CzIP1---------- kachen/kachna/NNFP2-----A---- ././Z:-------------"
"179";"";"Obavy/obava/NNFP4-----A---- odmítá/odmítat/VB-S---3P-AAI-- i/i/J^------------- předseda/předseda/NNMS1-----A---- společnosti/společnost/NNFS2-----A---- Agro/Agro/NNNS1-----A---- Okluky/Okluky/NNFP1-----A---- ,/,/Z:------------- která/který/P4FS1---------- v/v/RR--6---------- halách/hala/NNFP6-----A---- svých/svůj/P8IP2---------- areálů/areál/NNIP2-----A---- v/v/RR--6---------- Dolním/dolní/AANS6----1A---- a/a/J^------------- Horním/horní/AANS6----1A---- Němčí/Němčí/NNNS6-----A---- chová/chovat/VB-S---3P-AAI--";"na/na/RR--4---------- 55/55/C=------------- tisíc/tisíc/CzIP2---------1 brojlerů/brojler/NNMP2-----A---- ././Z:-------------"
"180";"Bára/Bára/NNFS1-----A---- (/(/Z:------------- Eliška/Eliška/NNFS1-----A---- Hanušová/Hanušová/NNFS1-----A---- )/)/Z:------------- se/se/P7--4---------- k/k/RR--3---------- Frantovi/Franta/NNMS3-----A---- (/(/Z:------------- Matyáš/Matyáš/NNMS1-----A---- Valenta/Valenta/NNMS1-----A---- )/)/Z:------------- přes/přes/RR--4---------- prvotní/prvotní/AAFP4----1A----";"obavy/obava/NNFP4-----A---- chová/chovat/VB-S---3P-AAI--";"velmi/velmi/Db------------- vstřícně/vstřícně/Dg-------1A---- ././Z:-------------"
"181";"Nemáte/mít/VB-P---2P-NAI--";"obavy/obava/NNFP4-----A---- ,/,/Z:------------- jak/jak/Db------------- by/být/Vc----------I-- se/se/P7--4---------- k/k/RR--3---------- vám/vy/PP-P3--2------- lékaři/lékař/NNMP1-----A---- po/po/RR--6---------- tom/ten/PDIS6---------- dramatickém/dramatický/AAIS6----1A---- konfliktu/konflikt/NNIS6-----A---- chovali/chovat/VpMP----R-AAI--";",/,/Z:------------- pokud/pokud/J,------------- byste/být/Vc-P---2----I-- nešťastnou/šťastný/AAFS7----1N---- náhodou/náhoda/NNFS7-----A---- potřeboval/potřebovat/VpMS----R-AAI-- jejich/jejich/PSFS4-P3------- pomoc/pomoc/NNFS4-----A---- ?/?/Z:-------------"
"182";"Uvedla/uvést/VpFS----R-AAP-- ,/,/Z:------------- žemá/žemá/X@-------------";"obavy/obava/NNFP4-----A---- ze/z/RV--2---------- své/svůj/P8FS2---------1 třicetileté/třicetiletý/AAFS2----1A---- dcery/dcera/NNFS2-----A---- ,/,/Z:------------- která/který/P4FS1---------- je/být/VB-S---3P-AAI-- opilá/opilý/AAFS1----1A---- ,/,/Z:------------- chová/chovat/VB-S---3P-AAI--";"se/se/P7--4---------- agresivně/agresivně/Dg-------1A---- a/a/J^------------- je/být/VB-S---3P-AAI-- vulgární/vulgární/AAFS1----1A---- ././Z:-------------"
"183";"";"Obavy/obava/NNFP4-----A---- o/o/RR--4---------- bezpečnost/bezpečnost/NNFS4-----A---- dovedli/dovést/VpMP----R-AAP-- úzkostliví/úzkostlivý/AAMP1----1A---- Němci/Němec/NNMP1-----A---- až/až/TT------------- do/do/RR--2---------- krajnosti/krajnost/NNFS2-----A---- a/a/J^------------- divákům/divák/NNMP3-----A---- naservírovali/naservírovat/VpMP----R-AAP-- letáky/leták/NNIP4-----A---- s/s/RR--7---------- názvem/název/NNIS7-----A---- Security/Security/F%------------- Info/info/NNNS1-----A---- ,/,/Z:------------- kde/kde/Db------------- jim/oni/PPMP3--3------- vzkázali/vzkázat/VpMP----R-AAP-- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- mají/mít/VB-P---3P-AAI-- chovat/chovat/Vf--------A-I--";"././Z:-------------"
"184";"STŘEDNÍ/střední/AAFP1----1A---- ČECHY/Čechy/NNFP1-----A---- „/""/Z:------------- Každý/každý/PLIS4---------- rok/rok/NNIS4-----A---- mám/mít/VB-S---1P-AAI-- největší/velký/AAFP4----3A----";"obavy/obava/NNFP4-----A---- z/z/RR--2---------- lidí/člověk/NNMP2-----A---- ,/,/Z:------------- aby/aby|být/J,-------------|Vc----------I-- se/se/P7--4---------- chovali/chovat/VpMP----R-AAI--";"rozumně/rozumně/Dg-------1A---- a/a/J^------------- slušně/slušně/Dg-------1A---- a/a/J^------------- nedošlo/dojít/VpNS----R-NAP-- k/k/RR--3---------- nějakému/nějaký/PZIS3---------- průšvihu/průšvih/NNIS3-----A---- ././Z:-------------"
"185";"Takže/takže/J,------------- jestli/jestli/J,------------- mám/mít/VB-S---1P-AAI-- být/být/Vf--------A-I-- upřímný/upřímný/AAMS1----1A---- :/:/Z:------------- i/i/J^------------- když/když/J,------------- se/se/P7--4---------- teď/teď/Db------------- linou/linout/VB-P---3P-AAI-- z/z/RR--2---------- úst/ústa/NNNP2-----A---- představitelů/představitel/NNMP2-----A---- ODS/ODS/BN------------- silná/silný/AANP1----1A---- slova/slovo/NNNP1-----A---- ,/,/Z:------------- nemám/mít/VB-S---1P-NAI--";"obavy/obava/NNFP4-----A---- ,/,/Z:------------- že/že/J,------------- by/být/Vc----------I-- se/se/P7--4---------- chtěli/chtít/VpMP----R-AAI-- chovat/chovat/Vf--------A-I--";"protiústavně/protiústavně/Dg-------1A---- ././Z:-------------"
"186";"Nejčtenější/čtený/AAFS1----3A---- The/The/F%------------- Sun/Sun/F%------------- má/mít/VB-S---3P-AAI--";"obavy/obava/NNFP4-----A---- o/o/RR--4---------- možnosti/možnost/NNFP4-----A---- Britů/Brit/NNMP2-----A---- cestovat/cestovat/Vf--------A-I-- po/po/RR--6---------- Evropě/Evropa/NNFS6-----A---- ,/,/Z:------------- The/The/F%------------- Telegraph/Telegraph/F%------------- varuje/varovat/VB-S---3P-AAI-- ,/,/Z:------------- že/že/J,------------- se/se/P7--4---------- EU/EU/BN------------- bude/být/VB-S---3F-AAI-- nyní/nyní/Db------------- chovat/chovat/Vf--------A-I--";"k/k/RR--3---------- Británii/Británie/NNFS3-----A---- jako/jako/J,------------- k/k/RR--3---------- Řecku/Řecko/NNNS3-----A---- ,/,/Z:------------- a/a/J^------------- The/The/F%------------- Daily/Daily/F%------------- Mail/Mail/F%------------- je/být/VB-S---3P-AAI-- znepokojen/znepokojit/VsIS------APP-- možností/možnost/NNFS7-----A---- ,/,/Z:------------- že/že/J,------------- Británie/Británie/NNFS1-----A---- už/už/Db------------- nebude/být/VB-S---3F-NAI-- moci/moci/Vf--------A-I-- v/v/RR--6---------- Calais/Calais/NNNS6-----A---- kontrolovat/kontrolovat/Vf--------A-I-- příliv/příliv/NNIS4-----A---- uprchlíků/uprchlík/NNMP2-----A---- ././Z:-------------"
"187";"„/""/Z:------------- Byla/být/VpNP----R-AAI-- to/ten/PDNS1---------- jen/jen/Db------------- silná/silný/AANP1----1A---- slova/slovo/NNNP1-----A---- ,/,/Z:------------- která/který/P4NP1---------- u/u/RR--2---------- sousedů/soused/NNMP2-----A---- nemohla/moci/VpNP----R-NAI-- vzbudit/vzbudit/Vf--------A-P-- žádnou/žádný/PWFS4----------";"obavu/obava/NNFS4-----A---- o/o/RR--4---------- život/život/NNIS4-----A---- či/či/J^------------- újmu/újma/NNFS4-----A---- na/na/RR--6---------- zdraví/zdraví/NNNS6-----A---- ,/,/Z:------------- jelikož/jelikož/J,------------- jsem/být/VB-S---1P-AAI-- se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5MP3--3------- takto/takto/Db------------- choval/chovat/VpMS----R-AAI--";"několik/několik/Ca--4---------- let/léta/NNNP2-----A---- ,/,/Z:------------- “/""/Z:------------- hájil/hájit/VpMS----R-AAI-- se/se/P7--4---------- důchodce/důchodce/NNMS1-----A---- ,/,/Z:------------- který/který/P4MS1---------- už/už/Db------------- má/mít/VB-S---3P-AAI-- v/v/RR--4---------- trestní/trestní/AAFS6----1A---- rejstříků/rejstřík/NNIP2-----A---- záznam/záznam/NNIS4-----A---- za/za/RR--4---------- fyzické/fyzický/AANS4----1A---- napadení/napadení/NNNS4-----A---- jiného/jiný/AAMS2----1A---- souseda/soused/NNMS2-----A---- ././Z:-------------"
"188";"„/""/Z:------------- Říkala/říkat/VpFS----R-AAI-- ,/,/Z:------------- že/že/J,------------- má/mít/VB-S---3P-AAI--";"obavy/obava/NNFP4-----A---- z/z/RR--2---------- nákazy/nákaza/NNFS2-----A---- ,/,/Z:------------- protože/protože/J,------------- holub/holub/NNMS1-----A---- se/se/P7--4---------- motá/motat/VB-S---3P-AAI-- a/a/J^------------- chová/chovat/VB-S---3P-AAI--";"divně/divně/Dg-------1A---- ././Z:-------------"
"189";"Trenér/trenér/NNMS1-----A---- Pavel/Pavel/NNMS1-----A---- Žatečka/žatečka/NNFS1-----A---- se/se/P7--4---------- nebojí/bát/VB-S---3P-NAI-- přiznat/přiznat/Vf--------A-P--";"obavy/obava/NNFP4-----A---- z/z/RR--2---------- bývalých/bývalý/AAMP2----1A---- přeborníků/přeborník/NNMP2-----A---- kraje/kraj/NNIS2-----A---- :/:/Z:------------- ""/""/Z:------------- Úroveň/úroveň/NNFS1-----A---- I/I/C}------------- ././Z0------------- A/A/BN------------- třídy/třída/NNFS2-----A---- se/se/P7--4---------- určitě/určitě/TT------------- po/po/RR--6---------- příchodu/příchod/NNIS6-----A---- trojice/trojice/NNFS2-----A---- týmů/tým/NNIP2-----A---- z/z/RR--2---------- krajského/krajský/AAIS2----1A---- přeboru/přebor/NNIS2-----A---- zlepší/zlepšit/VB-S---3P-AAP-- a/a/J^------------- nebojím/bát/VB-S---1P-NAI-- se/se/P7--4---------- říci/říci/Vf--------A-P-- ,/,/Z:------------- že/že/J,------------- k/k/RR--3---------- nim/oni/P5MP3--3------- chováme/chovat/VB-P---1P-AAI--";"jistý/jistý/AAIS4----1A---- respekt/respekt/NNIS4-----A---- ././Z:------------- ""/""/Z:-------------"
"190";"EVA/Eva/NNFS1-----A---- :/:/Z:-------------";"Obavy/obava/NNFP4-----A---- nemám/mít/VB-S---1P-NAI-- ,/,/Z:------------- chovám/chovat/VB-S---1P-AAI--";"se/se/P7--4---------- k/k/RR--3---------- hlasu/hlas/NNIS3-----A---- zodpovědně/zodpovědně/Dg-------1A---- a/a/J^------------- určitě/určitě/TT------------- si/se/P7--3---------- například/například/TT------------- nevlezu/vlézt/VB-S---1P-NAP-- do/do/RR--2---------- mrazicího/mrazicí/AAIS2----1A---- boxu/box/NNIS2-----A---- nebo/nebo/J^------------- si/se/P7--3---------- nezaplatím/zaplatit/VB-S---1P-NAP-- výlet/výlet/NNIS4-----A---- na/na/RR--4---------- Antarktidu/Antarktida/NNFS4-----A---- do/do/RR--2---------- země/země/NNFS2-----A---- ledu/led/NNIS2-----A---- ././Z0------------- (/(/Z:------------- smích/smích/NNIS1-----A---- )/)/Z:------------- KAREL/Karel/NNMS1-----A---- :/:/Z:------------- Za/za/RR--4---------- ta/ten/PDNP4---------- léta/rok/NNNP4-----A---2 ,/,/Z:------------- co/co/J,------------- zpívám/zpívat/VB-S---1P-AAI-- ,/,/Z:------------- vím/vědět/VB-S---1P-AAI-- ,/,/Z:------------- že/že/J,------------- když/když/J,------------- připustím/připustit/VB-S---1P-AAP-- během/během/RR--2---------- nějakého/nějaký/PZNS2---------- interview/interview/NNNS2-----A---- kdekoliv/kdekoli/Db------------- na/na/RR--6---------- světě/svět/NNIS6-----A---- nějaké/nějaký/PZFP4---------- obavy/obava/NNFP4-----A---- ,/,/Z:------------- jsou/být/VB-P---3P-AAI-- toho/ten/PDNS2----------"
