id;lemma;Freq;MI;T-score;logDice;POS;VNP?
16494;JUDr;4;0,532;0,617;-1,812;B;
16495;palivový;4;0,53;0,615;-1,813;;
16496;podklad;5;-1,14;-2,69;-1,813;N;
16497;optimalizace;4;0,529;0,614;-1,813;;
16498;zápal;4;0,528;0,613;-1,813;N;
16499;Havelka;4;0,522;0,608;-1,813;N;
16500;vyhrazený;4;0,517;0,603;-1,814;A;
16501;rozkládat;4;0,517;0,602;-1,814;;
16502;Slezan;4;0,513;0,599;-1,814;;
16503;pořadí;7;-1,978;-7,777;-1,814;N;
16504;jiskra;5;-1,147;-2,715;-1,814;N;
16505;Radomír;4;0,507;0,593;-1,814;;
16506;Brandýs;4;0,507;0,592;-1,814;N;
16507;vyrovnat;8;-2,164;-9,847;-1,815;V;
16508;MS;6;-1,688;-5,446;-1,815;B;
16509;matrace;4;0,502;0,588;-1,815;;
16510;Martinů;4;0,502;0,587;-1,815;N;
16511;loučení;4;0,498;0,584;-1,815;N;
16512;Kočí;4;0,497;0,583;-1,815;N;
16513;konstrukční;4;0,497;0,582;-1,815;;
16514;oblastní;5;-1,15;-2,727;-1,815;A;
16515;oblak;4;0,496;0,581;-1,815;N;
16516;postačit;4;0,494;0,58;-1,816;V;
16517;Tour;5;-1,151;-2,729;-1,816;F;
16518;splést;4;0,483;0,569;-1,817;V;
16519;poklidný;4;0,478;0,565;-1,817;A;
16520;lanový;4;0,478;0,564;-1,817;;
16521;šampaňské;4;0,477;0,563;-1,817;N;
16522;létající;4;0,473;0,559;-1,817;;
16523;EURO;4;0,472;0,558;-1,818;B;
16524;Janov;4;0,472;0,558;-1,818;N;
16525;prosperita;4;0,471;0,557;-1,818;N;
16526;nakladatelství;5;-1,159;-2,756;-1,818;N;
16527;skrýt;4;0,469;0,555;-1,818;V;
16528;Fiat;4;0,468;0,554;-1,818;N;
16529;sestava;9;-2,299;-11,76;-1,818;N;
16530;květináč;4;0,465;0,551;-1,818;N;
16531;Milovice;4;0,461;0,547;-1,818;;
16532;staronový;4;0,46;0,546;-1,819;A;
16533;odlišovat;4;0,455;0,541;-1,819;V;
16534;Mattoni;4;0,452;0,538;-1,819;N;
16535;hrot;4;0,45;0,535;-1,819;;
16536;zírat;4;0,449;0,535;-1,819;;
16537;satelitní;4;0,446;0,532;-1,82;;
16538;bruslit;4;0,441;0,527;-1,82;;
16539;deklarace;4;0,435;0,52;-1,821;N;
16540;6,5;4;0,432;0,518;-1,821;;
16541;kopnout;4;0,432;0,517;-1,821;V;
16542;šít;4;0,429;0,515;-1,821;V;
16543;objednávat;4;0,427;0,513;-1,821;V;
16544;Soběslav;4;0,425;0,511;-1,822;N;
16545;konkurzní;4;0,425;0,51;-1,822;;
16546;posilování;4;0,424;0,51;-1,822;;
16547;připojit;6;-1,706;-5,545;-1,822;V;
16548;Žižkov;5;-1,174;-2,81;-1,822;;
16549;opomenout;4;0,422;0,507;-1,822;V;
16550;šestkrát;4;0,417;0,502;-1,822;;
16551;Beatles;4;0,414;0,499;-1,823;;
16552;dokončit;7;-1,996;-7,905;-1,823;V;
16553;zhodnotit;5;-1,178;-2,825;-1,823;V;
16554;NEW;4;0,408;0,492;-1,823;;
16555;1946;4;0,406;0,491;-1,823;C;
16556;Kulhánek;4;0,394;0,477;-1,825;N;
16557;111;4;0,39;0,473;-1,825;;
16558;vrak;4;0,389;0,473;-1,825;;
16559;měšťanský;4;0,386;0,469;-1,825;A;
16560;dřít;4;0,385;0,468;-1,825;V;
16561;svačina;4;0,378;0,461;-1,826;N;
16562;nadělat;4;0,377;0,46;-1,826;V;
16563;Dačice;4;0,374;0,456;-1,826;;
16564;akustický;4;0,372;0,454;-1,827;A;
16565;El;4;0,368;0,45;-1,827;F;
16566;relativní;4;0,367;0,45;-1,827;A;
16567;napáchat;4;0,363;0,445;-1,827;;
16568;Mělnicko;4;0,362;0,443;-1,827;N;
16569;Holý;4;0,36;0,442;-1,828;N;
16570;obezita;4;0,358;0,439;-1,828;;
16571;činoherní;4;0,343;0,423;-1,829;A;
16572;vlastnický;4;0,341;0,421;-1,829;A;
16573;Lada;4;0,34;0,42;-1,829;;
16574;sčítání;4;0,34;0,42;-1,83;N;
16575;Kalifornie;4;0,339;0,419;-1,83;N;
16576;lodivod;4;0,335;0,414;-1,83;N;
16577;domlouvat;4;0,333;0,413;-1,83;V;
16578;uspokojení;4;0,33;0,408;-1,83;N;
16579;autogramiáda;4;0,329;0,408;-1,83;;
16580;staveniště;4;0,325;0,403;-1,831;N;
16581;novostavba;4;0,324;0,402;-1,831;N;
16582;žárovka;4;0,321;0,399;-1,831;;
16583;epizoda;4;0,32;0,398;-1,831;N;
16584;živina;4;0,318;0,396;-1,832;N;
16585;pěvecký;5;-1,21;-2,938;-1,832;;
16586;poskytovaný;4;0,313;0,391;-1,832;;
16587;Doubrava;4;0,313;0,39;-1,832;N;
16588;příměstský;4;0,307;0,384;-1,833;A;
16589;stoupání;4;0,299;0,375;-1,833;N;
16590;topný;4;0,298;0,374;-1,833;;
16591;stehno;4;0,294;0,369;-1,834;N;
16592;prima;4;0,294;0,369;-1,834;D;
16593;rohlík;4;0,292;0,367;-1,834;N;
16594;komunitní;4;0,291;0,365;-1,834;A;
16595;dotek;4;0,29;0,365;-1,834;N;
16596;Vlk;4;0,289;0,363;-1,834;;
16597;zmocnit;4;0,284;0,358;-1,835;V;
16598;Tyršův;4;0,284;0,358;-1,835;A;
16599;sloužící;4;0,283;0,356;-1,835;A;
16600;vymáhat;4;0,282;0,356;-1,835;V;
16601;OH;4;0,278;0,351;-1,835;B;
16602;četba;4;0,278;0,351;-1,835;N;
16603;řidičák;4;0,274;0,346;-1,836;;
16604;podél;5;-1,226;-2,995;-1,836;R;
16605;status;4;0,269;0,34;-1,836;N;
16606;pomezí;4;0,268;0,339;-1,836;N;
16607;nátěr;4;0,267;0,338;-1,837;N;
16608;míjet;4;0,266;0,337;-1,837;V;
16609;Budvar;4;0,263;0,333;-1,837;;
16610;strčit;4;0,26;0,33;-1,837;;
16611;Lotyšsko;4;0,258;0,327;-1,837;;
16612;symfonický;4;0,255;0,324;-1,838;A;
16613;koordinátor;4;0,25;0,318;-1,838;N;
16614;škrt;4;0,25;0,318;-1,838;N;
16615;odvážet;4;0,244;0,311;-1,839;V;
16616;stanovovat;4;0,244;0,311;-1,839;V;
16617;objížďka;4;0,243;0,31;-1,839;;
16618;Světlá;4;0,239;0,306;-1,839;;
16619;svalový;4;0,239;0,305;-1,839;;
16620;rušný;4;0,238;0,304;-1,839;A;
16621;prorazit;4;0,237;0,303;-1,84;;
16622;donést;4;0,228;0,292;-1,841;V;
16623;vyšetřovací;4;0,227;0,291;-1,841;A;
16624;zakotvit;4;0,226;0,29;-1,841;V;
16625;Přerovsko;4;0,22;0,283;-1,841;N;
16626;rovnat;4;0,218;0,28;-1,842;V;
16627;libovat;4;0,216;0,278;-1,842;V;
16628;vydírání;4;0,214;0,275;-1,842;N;
16629;drobnost;4;0,213;0,275;-1,842;N;
16630;oznamovat;4;0,212;0,273;-1,842;V;
16631;spojit;7;-2,036;-8,207;-1,842;V;
16632;otestovat;4;0,208;0,269;-1,843;V;
16633;bronz;5;-1,249;-3,077;-1,843;N;
16634;šátek;4;0,208;0,268;-1,843;N;
16635;Star;4;0,208;0,268;-1,843;F;
16636;mail;4;0,204;0,264;-1,843;N;
16637;kinematografie;4;0,201;0,26;-1,843;N;
16638;hrobka;4;0,194;0,252;-1,844;N;
16639;vytrhnout;4;0,19;0,247;-1,844;V;
16640;Červenka;4;0,19;0,246;-1,844;N;
16641;vyniknout;4;0,174;0,227;-1,846;V;
16642;pobírat;4;0,168;0,22;-1,847;V;
16643;přeskočit;4;0,166;0,218;-1,847;V;
16644;plechový;4;0,165;0,216;-1,847;A;
16645;doplňkový;4;0,162;0,212;-1,847;A;
16646;taktovka;4;0,158;0,208;-1,848;N;
16647;ostrůvek;4;0,155;0,203;-1,848;;
16648;putovat;5;-1,269;-3,154;-1,848;V;
16649;využitý;4;0,147;0,194;-1,849;;
16650;zarazit;4;0,145;0,192;-1,849;V;
16651;nezapomenutelný;4;0,144;0,19;-1,849;A;
16652;osudový;4;0,142;0,187;-1,849;A;
16653;havlíčkobrodský;4;0,139;0,184;-1,85;A;
16654;lesk;4;0,137;0,181;-1,85;N;
16655;zazářit;4;0,135;0,179;-1,85;;
16656;obrazový;4;0,133;0,176;-1,85;A;
16657;vyznamenání;4;0,127;0,169;-1,851;N;
16658;garda;4;0,126;0,167;-1,851;N;
16659;Jaroš;4;0,125;0,166;-1,851;N;
16660;odbýt;4;0,124;0,164;-1,851;V;
16661;tučný;4;0,121;0,161;-1,852;A;
16662;HC;6;-1,781;-5,97;-1,852;B;
16663;hliníkový;4;0,118;0,158;-1,852;A;
16664;osobitý;4;0,117;0,156;-1,852;A;
16665;scenárista;4;0,117;0,156;-1,852;N;
16666;guláš;4;0,111;0,148;-1,853;N;
16667;sněmovní;4;0,107;0,143;-1,853;A;
16668;padlý;4;0,107;0,143;-1,853;;
16669;prohřešek;4;0,104;0,139;-1,854;;
16670;1,3;4;0,097;0,13;-1,854;;
16671;lounský;4;0,097;0,13;-1,854;A;
16672;Tichý;4;0,096;0,129;-1,854;N;
16673;upoutat;4;0,094;0,127;-1,855;V;
16674;rozšiřování;4;0,091;0,122;-1,855;;
16675;ukrýt;4;0,091;0,122;-1,855;V;
16676;Michálek;4;0,089;0,12;-1,855;N;
16677;farmářský;4;0,085;0,114;-1,856;A;
16678;početní;4;0,084;0,112;-1,856;A;
16679;vyvrátit;4;0,082;0,111;-1,856;V;
16680;udávat;4;0,082;0,11;-1,856;V;
16681;kaple;5;-1,3;-3,268;-1,857;N;
16682;pozůstatek;4;0,071;0,096;-1,857;;
16683;spotřebovat;4;0,07;0,095;-1,857;;
16684;výherce;4;0,069;0,093;-1,857;;
16685;přemístit;4;0,068;0,092;-1,858;;
16686;trápení;4;0,068;0,092;-1,858;N;
16687;Petrohrad;4;0,063;0,086;-1,858;N;
16688;lukrativní;4;0,062;0,084;-1,858;A;
16689;odvolací;4;0,057;0,078;-1,859;A;
16690;Rokycansko;4;0,057;0,078;-1,859;;
16691;Mrázek;4;0,054;0,074;-1,859;;
16692;zrod;4;0,052;0,071;-1,859;N;
16693;urna;4;0,05;0,068;-1,86;;
16694;Koukal;4;0,043;0,058;-1,86;N;
16695;nájezd;5;-1,311;-3,313;-1,86;N;
16696;0,5;4;0,04;0,055;-1,861;;
16697;čistička;4;0,038;0,052;-1,861;;
16698;rychlík;4;0,037;0,051;-1,861;;
16699;procedura;4;0,034;0,047;-1,861;N;
16700;deka;4;0,033;0,045;-1,862;;
16701;cisterna;4;0,032;0,044;-1,862;;
16702;prosincový;4;0,03;0,041;-1,862;A;
16703;odebírat;4;0,029;0,039;-1,862;V;
16704;oženit;4;0,028;0,038;-1,862;V;
16705;herectví;4;0,027;0,038;-1,862;N;
16706;osmnáctý;4;0,024;0,033;-1,863;C;
16707;cukroví;4;0,015;0,021;-1,864;;
16708;šestnáctý;4;0,01;0,013;-1,864;;
16709;velvyslanectví;4;0,009;0,012;-1,864;N;
16710;mix;4;0;0,001;-1,865;N;
16711;zápach;4;-0,001;-0,001;-1,865;N;
16712;Mgr;4;-0,005;-0,007;-1,866;;
16713;von;4;-0,012;-0,017;-1,867;F;
16714;Hořovice;4;-0,023;-0,032;-1,868;;
16715;vpředu;4;-0,024;-0,033;-1,868;D;
16716;nevídaný;4;-0,024;-0,034;-1,868;A;
16717;žíla;4;-0,029;-0,04;-1,869;;
16718;účetnictví;4;-0,031;-0,044;-1,869;N;
16719;troska;4;-0,033;-0,046;-1,869;N;
16720;nuda;4;-0,035;-0,049;-1,869;N;
16721;krimi;4;-0,045;-0,063;-1,871;;
16722;záštita;4;-0,047;-0,066;-1,871;N;
16723;kuželka;4;-0,048;-0,068;-1,871;;
16724;náchodský;4;-0,055;-0,078;-1,872;A;
16725;Svobodová;4;-0,057;-0,08;-1,872;N;
16726;milionový;4;-0,058;-0,082;-1,872;A;
16727;vydavatelství;4;-0,059;-0,084;-1,872;N;
16728;Lysá;4;-0,06;-0,085;-1,873;N;
16729;hypoteční;4;-0,064;-0,091;-1,873;A;
16730;povzbudit;4;-0,07;-0,099;-1,874;V;
16731;Koller;4;-0,077;-0,11;-1,875;N;
16732;bedna;4;-0,092;-0,131;-1,876;N;
16733;úvazek;4;-0,094;-0,134;-1,877;;
16734;vítězit;4;-0,096;-0,137;-1,877;;
16735;léčivý;4;-0,096;-0,138;-1,877;A;
16736;Poříčí;4;-0,096;-0,138;-1,877;;
16737;Hrubý;4;-0,097;-0,139;-1,877;N;
16738;viceprezident;4;-0,097;-0,139;-1,877;;
16739;publicista;4;-0,105;-0,151;-1,878;N;
16740;vyhodnocení;4;-0,115;-0,166;-1,879;;
16741;muzejní;4;-0,134;-0,195;-1,882;A;
16742;1939;4;-0,136;-0,197;-1,882;C;
16743;ochutnávka;4;-0,14;-0,204;-1,882;;
16744;končetina;4;-0,148;-0,216;-1,883;N;
16745;strávený;4;-0,151;-0,22;-1,884;A;
16746;zateplení;4;-0,158;-0,231;-1,885;;
16747;pohlídat;4;-0,162;-0,238;-1,885;;
16748;synagoga;4;-0,174;-0,257;-1,887;N;
16749;maturitní;4;-0,175;-0,257;-1,887;A;
16750;stanovení;4;-0,176;-0,259;-1,887;;
16751;působnost;4;-0,184;-0,272;-1,888;N;
16752;skvrna;4;-0,187;-0,276;-1,888;;
16753;zámoří;4;-0,196;-0,29;-1,89;N;
16754;podepsaný;4;-0,196;-0,291;-1,89;A;
16755;designér;4;-0,196;-0,292;-1,89;N;
16756;Holub;4;-0,199;-0,295;-1,89;N;
16757;doložit;4;-0,208;-0,31;-1,891;V;
16758;vnímání;4;-0,209;-0,311;-1,891;N;
16759;úzce;4;-0,213;-0,318;-1,892;D;
16760;recenze;4;-0,215;-0,322;-1,892;N;
16761;odehrávat;5;-1,418;-3,738;-1,892;V;
16762;klimatizace;4;-0,218;-0,327;-1,893;N;
16763;alej;4;-0,222;-0,333;-1,893;;
16764;nárůst;6;-1,884;-6,59;-1,894;N;
16765;hotovo;4;-0,235;-0,354;-1,895;D;
16766;zdanění;4;-0,238;-0,359;-1,895;N;
16767;rehabilitace;4;-0,246;-0,371;-1,896;N;
16768;chirurgický;4;-0,246;-0,372;-1,896;A;
16769;vyjmenovat;4;-0,247;-0,374;-1,897;V;
16770;OP;4;-0,263;-0,4;-1,899;;
16771;rozlišení;4;-0,267;-0,406;-1,899;N;
16772;pociťovat;4;-0,273;-0,417;-1,9;V;
16773;stolek;4;-0,274;-0,418;-1,9;N;
16774;datový;4;-0,292;-0,449;-1,903;;
16775;pohodlně;4;-0,303;-0,468;-1,904;D;
16776;Aš;4;-0,304;-0,469;-1,904;N;
16777;pečovatelský;4;-0,308;-0,475;-1,905;A;
16778;obdoba;4;-0,321;-0,498;-1,907;N;
16779;zavraždit;4;-0,334;-0,52;-1,909;V;
16780;Hruška;4;-0,339;-0,53;-1,909;N;
16781;88;4;-0,347;-0,543;-1,91;C;
16782;fotografický;4;-0,349;-0,548;-1,911;;
16783;Ján;4;-0,352;-0,553;-1,911;N;
16784;balet;4;-0,361;-0,569;-1,913;N;
16785;opatřit;4;-0,365;-0,577;-1,913;V;
16786;Bedřich;4;-0,366;-0,577;-1,913;;
16787;loučit;4;-0,372;-0,588;-1,914;V;
16788;zavést;6;-1,931;-6,892;-1,914;V;
16789;frekventovaný;4;-0,379;-0,601;-1,915;A;
16790;zorganizovat;4;-0,381;-0,605;-1,915;V;
16791;zaváhat;4;-0,381;-0,605;-1,916;;
16792;přihlížet;4;-0,383;-0,607;-1,916;V;
16793;rejstřík;4;-0,384;-0,61;-1,916;N;
16794;animovaný;4;-0,387;-0,615;-1,916;A;
16795;nasazený;4;-0,388;-0,617;-1,916;A;
16796;vytváření;4;-0,401;-0,64;-1,918;N;
16797;náročnost;4;-0,403;-0,644;-1,919;N;
16798;mlha;4;-0,403;-0,645;-1,919;N;
16799;Rosický;4;-0,406;-0,65;-1,919;N;
16800;úřadující;4;-0,407;-0,653;-1,919;A;
16801;sklidit;4;-0,416;-0,669;-1,921;V;
16802;druholigový;5;-1,511;-4,135;-1,921;A;
16803;poradenský;4;-0,426;-0,686;-1,922;;
16804;vpravo;5;-1,513;-4,145;-1,922;D;
16805;charakteristický;4;-0,427;-0,688;-1,922;A;
16806;kriminální;4;-0,429;-0,692;-1,923;A;
16807;boční;4;-0,433;-0,699;-1,923;;
16808;United;4;-0,437;-0,708;-1,924;F;
16809;nastartovat;4;-0,44;-0,712;-1,924;V;
16810;portfolio;4;-0,441;-0,714;-1,924;;
16811;strakonický;4;-0,443;-0,72;-1,925;;
16812;červnový;4;-0,448;-0,728;-1,926;A;
16813;Mikulov;4;-0,456;-0,744;-1,927;N;
16814;poprat;4;-0,458;-0,747;-1,927;V;
16815;prodloužit;5;-1,529;-4,215;-1,927;V;
16816;převzetí;4;-0,459;-0,749;-1,927;N;
16817;telefonní;5;-1,531;-4,226;-1,928;A;
16818;vyběhnout;4;-0,467;-0,765;-1,928;V;
16819;historka;4;-0,471;-0,773;-1,929;N;
16820;ozývat;4;-0,473;-0,775;-1,929;V;
16821;rozejít;4;-0,473;-0,776;-1,929;V;
16822;střešní;4;-0,474;-0,779;-1,93;A;
16823;†;4;-0,476;-0,781;-1,93;Z;
16824;výročí;7;-2,212;-9,614;-1,931;N;
16825;sedlo;4;-0,489;-0,807;-1,932;N;
16826;zařadit;6;-1,971;-7,156;-1,932;V;
16827;krvavý;4;-0,491;-0,812;-1,932;A;
16828;oční;4;-0,494;-0,818;-1,933;A;
16829;splnění;4;-0,498;-0,825;-1,933;N;
16830;sedačka;4;-0,5;-0,828;-1,934;N;
16831;dopolední;4;-0,502;-0,832;-1,934;A;
16832;probíhající;4;-0,505;-0,839;-1,934;A;
16833;kvalifikační;4;-0,507;-0,841;-1,935;A;
16834;mladoboleslavský;4;-0,514;-0,855;-1,936;;
16835;73;4;-0,536;-0,899;-1,939;C;
16836;patnáctý;4;-0,545;-0,917;-1,941;C;
16837;sekretář;4;-0,548;-0,925;-1,941;N;
16838;projet;5;-1,572;-4,413;-1,941;V;
16839;ručně;4;-0,573;-0,976;-1,945;;
16840;čerpadlo;4;-0,576;-0,981;-1,946;N;
16841;břeclavský;4;-0,591;-1,012;-1,948;A;
16842;ožít;4;-0,592;-1,015;-1,948;;
16843;otvor;4;-0,597;-1,024;-1,949;;
16844;prázdninový;4;-0,597;-1,025;-1,949;;
16845;meteorolog;4;-0,598;-1,027;-1,949;N;
16846;námitka;4;-0,598;-1,027;-1,95;N;
16847;balení;4;-0,602;-1,035;-1,95;N;
16848;uvařit;4;-0,603;-1,038;-1,95;V;
16849;kabel;4;-0,604;-1,041;-1,951;N;
16850;dojíždět;4;-0,608;-1,048;-1,951;V;
16851;Vlček;4;-0,61;-1,051;-1,951;N;
16852;registrovat;4;-0,618;-1,069;-1,953;;
16853;úplatek;4;-0,633;-1,101;-1,955;N;
16854;°;5;-1,617;-4,622;-1,956;;
16855;Roudnice;4;-0,64;-1,118;-1,957;;
16856;Slavkov;4;-0,644;-1,124;-1,957;;
16857;poukázat;4;-0,653;-1,146;-1,959;V;
16858;závěrečný;7;-2,268;-10,097;-1,96;A;
16859;rohový;4;-0,665;-1,171;-1,961;;
16860;zadat;4;-0,668;-1,177;-1,961;V;
16861;cyklistika;4;-0,671;-1,183;-1,962;N;
16862;příčka;7;-2,273;-10,141;-1,963;N;
16863;přepočet;4;-0,704;-1,259;-1,968;N;
16864;plánování;4;-0,708;-1,266;-1,968;N;
16865;charakterizovat;4;-0,71;-1,271;-1,969;V;
16866;podvečer;4;-0,711;-1,274;-1,969;N;
16867;nabrat;4;-0,718;-1,29;-1,97;V;
16868;zrodit;4;-0,725;-1,305;-1,971;V;
16869;kolečko;4;-0,743;-1,347;-1,975;N;
16870;sestup;4;-0,743;-1,348;-1,975;N;
16871;reportáž;4;-0,745;-1,351;-1,975;N;
16872;Jizera;4;-0,746;-1,354;-1,975;N;
16873;šířka;4;-0,749;-1,361;-1,976;;
16874;přivítat;6;-2,07;-7,837;-1,976;V;
16875;dorost;5;-1,681;-4,933;-1,978;;
16876;sortiment;4;-0,762;-1,391;-1,978;N;
16877;ohňostroj;4;-0,767;-1,404;-1,979;N;
16878;opravený;4;-0,774;-1,421;-1,98;A;
16879;částečný;4;-0,777;-1,428;-1,981;A;
16880;distribuce;4;-0,78;-1,434;-1,982;N;
16881;snížení;6;-2,083;-7,93;-1,982;N;
16882;potvrzení;4;-0,783;-1,44;-1,982;N;
16883;rezignovat;4;-0,785;-1,446;-1,982;V;
16884;účinek;5;-1,693;-4,995;-1,982;N;
16885;přístav;4;-0,786;-1,449;-1,983;N;
16886;zrušení;5;-1,697;-5,013;-1,984;N;
16887;pila;4;-0,792;-1,463;-1,984;;
16888;nářadí;4;-0,803;-1,49;-1,986;;
16889;duo;4;-0,809;-1,504;-1,987;;
16890;masivní;4;-0,816;-1,522;-1,988;A;
16891;zpětný;4;-0,817;-1,523;-1,988;A;
16892;vada;4;-0,822;-1,535;-1,989;N;
16893;studijní;4;-0,826;-1,544;-1,99;A;
16894;gram;4;-0,826;-1,545;-1,99;;
16895;námět;4;-0,826;-1,547;-1,99;N;
16896;kronika;4;-0,83;-1,555;-1,991;N;
16897;vyžádat;5;-1,722;-5,141;-1,993;V;
16898;zasloužený;4;-0,865;-1,642;-1,998;A;
16899;pečivo;4;-0,871;-1,658;-1,999;;
16900;Chodov;4;-0,883;-1,689;-2,001;N;
16901;propojit;4;-0,888;-1,702;-2,002;;
16902;77;4;-0,897;-1,724;-2,004;C;
16903;zleva;4;-0,897;-1,726;-2,004;D;
16904;kombinovat;4;-0,904;-1,742;-2,005;;
16905;playoff;4;-0,908;-1,753;-2,006;N;
16906;projednat;4;-0,921;-1,787;-2,009;;
16907;obvodní;4;-0,922;-1,79;-2,009;A;
16908;schválení;4;-0,925;-1,798;-2,01;N;
16909;spekulovat;4;-0,948;-1,857;-2,014;V;
16910;okamžitý;4;-0,956;-1,88;-2,016;A;
16911;uspořádání;4;-0,956;-1,881;-2,016;N;
16912;team;4;-0,965;-1,903;-2,018;N;
16913;téci;4;-0,991;-1,975;-2,023;V;
16914;pobavit;4;-0,997;-1,992;-2,024;V;
16915;koncertní;4;-0,998;-1,994;-2,024;A;
16916;uplynout;4;-1,02;-2,056;-2,029;;
16917;západočeský;4;-1,023;-2,065;-2,03;A;
16918;doplatit;4;-1,06;-2,17;-2,038;V;
16919;překvapivý;4;-1,061;-2,172;-2,038;A;
16920;zamířit;5;-1,847;-5,806;-2,038;;
16921;minout;4;-1,074;-2,212;-2,041;V;
16922;definitivní;4;-1,075;-2,215;-2,041;A;
16923;postupný;4;-1,077;-2,22;-2,041;A;
16924;náplň;4;-1,078;-2,222;-2,042;N;
16925;vyvrcholit;4;-1,081;-2,23;-2,042;V;
16926;schválit;7;-2,422;-11,533;-2,043;V;
16927;bek;4;-1,091;-2,26;-2,044;N;
16928;nádvoří;4;-1,097;-2,277;-2,046;N;
16929;zmínka;4;-1,106;-2,304;-2,048;N;
16930;country;4;-1,108;-2,311;-2,048;N;
16931;spadat;4;-1,111;-2,318;-2,049;V;
16932;navázat;5;-1,886;-6,028;-2,053;V;
16933;zářit;4;-1,132;-2,385;-2,054;V;
16934;sada;4;-1,141;-2,411;-2,056;N;
16935;zaslat;4;-1,164;-2,481;-2,061;V;
16936;utrpět;5;-1,911;-6,175;-2,062;V;
16937;volejbal;4;-1,176;-2,518;-2,063;;
16938;jazz;4;-1,183;-2,542;-2,065;A;
16939;disponovat;4;-1,185;-2,547;-2,066;V;
16940;§;4;-1,238;-2,719;-2,078;Z;
16941;podrobnost;4;-1,257;-2,78;-2,083;N;
16942;min;5;-1,964;-6,487;-2,083;;
16943;úrok;4;-1,274;-2,836;-2,087;N;
16944;2020;4;-1,278;-2,852;-2,088;C;
16945;položka;4;-1,285;-2,873;-2,089;N;
16946;vylepšit;4;-1,285;-2,873;-2,089;V;
16947;překlad;4;-1,295;-2,908;-2,092;N;
16948;promítat;4;-1,297;-2,916;-2,092;V;
16949;21,5hektarový;3;13,769;1,732;-2,101;;
16950;hňupoid;3;13,769;1,732;-2,101;;
16951;Krysýna;3;13,769;1,732;-2,101;;
16952;totalitárněji;3;13,769;1,732;-2,101;X;
16953;agesivně;3;13,769;1,732;-2,101;;
16954;výtržně;3;13,354;1,732;-2,101;;
16955;žášť;3;13,032;1,732;-2,101;;
16956;ZIMS;3;13,032;1,732;-2,101;;
16957;Šarkányovou;3;12,769;1,732;-2,101;;
16958;McNicholasové;3;12,769;1,732;-2,101;;
16959;podnikatel10;3;12,769;1,732;-2,101;;
16960;nedotáčivě;3;12,769;1,732;-2,101;;
16961;Blahuškovi;3;12,769;1,732;-2,101;;
16962;srstnatonosé;3;12,547;1,732;-2,101;;
16963;expanzionisticky;3;12,547;1,732;-2,101;;
16964;zvlčile;3;12,354;1,732;-2,101;;
16965;protisoutěžně;3;12,354;1,732;-2,101;;
16966;mnichovansky;3;12,032;1,732;-2,101;;
16967;superatom;3;11,895;1,732;-2,101;;
16968;predikovatelně;3;11,895;1,732;-2,101;D;
16969;submisivněji;3;11,895;1,732;-2,101;;
16970;astrild;3;11,895;1,732;-2,101;;
16971;nováčkovsky;3;11,895;1,732;-2,101;;
16972;nevděčně;3;11,895;1,732;-2,101;;
16973;vykloubeně;3;11,769;1,732;-2,101;;
16974;činčilky;3;11,769;1,732;-2,101;;
16975;Wauxhallu;3;11,654;1,732;-2,101;;
16976;APHrybníky;3;11,547;1,731;-2,101;;
16977;nezáludně;3;11,547;1,731;-2,101;;
16978;izotropně;3;11,547;1,731;-2,101;;
16979;ústupně;3;11,354;1,731;-2,101;;
16980;genocidně;3;11,106;1,731;-2,101;;
16981;doktrinářsky;3;11,106;1,731;-2,101;;
16982;padoušsky;3;11,032;1,731;-2,101;;
16983;vazně;3;11,032;1,731;-2,101;;
16984;důchodcovsky;3;10,962;1,731;-2,101;;
16985;izolacionisticky;3;10,962;1,731;-2,101;;
16986;velsumky;3;10,895;1,731;-2,101;;
16987;Praseka;3;10,83;1,731;-2,101;;
16988;očina;3;10,83;1,731;-2,101;;
16989;městotvorně;3;10,769;1,731;-2,101;;
16990;kartelově;3;10,769;1,731;-2,101;D;
16991;bílopesíkatý;3;10,71;1,731;-2,101;;
16992;Memristor;3;10,654;1,731;-2,101;;
16993;urýpaný;3;10,599;1,731;-2,101;;
16994;6446;3;10,547;1,731;-2,101;;
16995;tatínkovsky;3;10,547;1,731;-2,101;;
16996;nehospodárně;3;10,496;1,731;-2,101;;
16997;sedmnáctihlavý;3;10,496;1,731;-2,101;;
16998;imperialisticky;3;10,496;1,731;-2,101;;
16999;ovíječe;3;10,354;1,731;-2,101;;
17000;utilitaristicky;3;10,31;1,731;-2,101;;
17001;Kresan;3;10,184;1,731;-2,101;;
17002;hrubiánsky;3;10,184;1,731;-2,101;D;
17003;galidie;3;10,184;1,731;-2,101;;
17004;zločinecky;3;10,106;1,73;-2,101;;
17005;dvojace;3;10,032;1,73;-2,101;;
17006;služně;3;9,996;1,73;-2,101;;
17007;pijavička;3;9,996;1,73;-2,101;N;
17008;gangstersky;3;9,962;1,73;-2,101;;
17009;netransparentně;3;9,928;1,73;-2,101;;
17010;skudde;3;9,83;1,73;-2,101;;
17011;maskulinně;3;9,799;1,73;-2,101;;
17012;Mangalica;3;9,799;1,73;-2,101;;
17013;dělně;3;9,799;1,73;-2,101;;
17014;nekorektně;3;9,799;1,73;-2,101;;
17015;Dybovský;3;9,799;1,73;-2,101;;
17016;rozely;3;9,769;1,73;-2,101;;
