id;left;kwic;right
"27";"Nechce/chtít/VB-S---3P-NAI-- se/se/P7--4----------";"chovat/chovat/Vf--------A-I-- tak/tak/Db------------- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- to/ten/PDNS1---------- od/od/RR--2---------- ní/on/P5FS2--3------- očekává/očekávat/VB-S---3P-AAI-- ,/,/Z:------------- prahne/prahnout/VB-S---3P-AAI-- po/po/RR--6---------- nebezpečí/nebezpečí/NNNS6-----A---- a/a/J^------------- po/po/RR--6---------- dobrodružství/dobrodružství/NNNS6-----A---- ,/,/Z:------------- chce/chtít/VB-S---3P-AAI-- cítit/cítit/Vf--------A-I-- jeho/jeho/PSFS4-S3------- syrovou/syrový/AAFS4----1A---- sílu/síla/NNFS4-----A---- a/a/J^------------- nezkrocenou/zkrocený/AAFS4----1N---- vášeň/vášeň/NNFS4-----A----";"././Z:-------------"
"28";"První/první/CrMS1---------- místopředseda/místopředseda/NNMS1-----A---- Jiří/Jiří/NNMS1-----A---- Zimola/Zimola/NNMS1-----A---- ,/,/Z:------------- který/který/P4MS1---------- se/se/P7--4---------- k/k/RR--3---------- Hamáčkovi/Hamáček/NNMS3-----A---- před/před/RR--7---------- volbami/volba/NNFP7-----A---- jako/jako/J,------------- představitel/představitel/NNMS1-----A---- platformy/platforma/NNFS2-----A---- „/""/Z:------------- Zachraňme/zachránit/Vi-P---1--A-P-- ČSSD/ČSSD/BN------------- “/""/Z:-------------";"nechoval/chovat/VpMS----R-NAI-- zrovna/zrovna/Db------------- loajálně/loajálně/Dg-------1A---- ,/,/Z:------------- se/se/P7--4---------- překvapivě/překvapivě/Dg-------1A---- pokouší/pokoušet/VB-S---3P-AAI-- mírnit/mírnit/Vf--------A-I-- vášně/vášeň/NNFP4-----A----";"././Z:-------------"
"29";"Králíky/Králík/NNMP4-----A----";"chová/chovat/VB-S---3P-AAI-- už/už/Db------------- od/od/RR--2---------- patnácti/patnáct/Cn-P2---------- let/rok/NNNP2-----A---- a/a/J^------------- svoji/svůj/P8FS4---------- vášeň/vášeň/NNFS4-----A----";"podědil/podědit/VpMS----R-AAP-- po/po/RR--6---------- dědovi/děda/NNMS6-----A---- ././Z:-------------"
"30";"""/""/Z:------------- Viděl/vidět/VpMS----R-AAI-- teď/teď/Db------------- naprosto/naprosto/Db------------- jasně/jasně/Dg-------1A---- ,/,/Z:------------- že/že/J,------------- venku/venku/Db------------- se/se/P7--4---------- lidi/člověk/NNMP1-----A---1";"chovají/chovat/VB-P---3P-AAI-- jinak/jinak/Db------------- ,/,/Z:------------- protože/protože/J,------------- se/se/P7--4---------- stalo/stát/VpNS----R-AAP-- něco/něco/PZ--1---------- ,/,/Z:------------- co/co/PQ--1---------- v/v/RR--6---------- nich/oni/P5MP6--3------- uvolnilo/uvolnit/VpNS----R-AAP-- doposud/doposud/Db------------- potlačené/potlačený/AAIP4----1A---- city/cit/NNIP4-----A---- ,/,/Z:------------- touhy/touha/NNFP4-----A---- ,/,/Z:------------- vášně/vášeň/NNFP4-----A----";",/,/Z:------------- náhle/náhle/Dg-------1A---- se/se/P7--4---------- uvolnila/uvolnit/VpFS----R-AAP-- hráz/hráz/NNFS1-----A---- jejich/jejich/PSFS2-P3------- nenávisti/nenávist/NNFS2-----A---- ,/,/Z:------------- která/který/P4FS1---------- se/se/P7--4---------- stala/stát/VpFS----R-AAP-- reálnou/reálný/AAFS7----1A---- věcí/věc/NNFS7-----A---- ././Z:------------- ""/""/Z:-------------"
"31";"";"Chováte/chovat/VB-P---2P-AAI-- pro/pro/RR--4---------- ně/oni/P5MP4--3------- stejnou/stejný/AAFS4----1A---- vášeň/vášeň/NNFS4-----A----";"jako/jako/J,------------- pro/pro/RR--4---------- ty/ten/PDMP4---------- klasické/klasický/AAMP4----1A---- ?/?/Z:-------------"
"32";"Tak/tak/Db------------- se/se/P7--4---------- dozvídáme/dozvídat/VB-P---1P-AAI-- ,/,/Z:------------- že/že/J,------------- Magor/magor/NNMS1-----A---- Jirous/Jirous/NNMS1-----A---- byl/být/VpMS----R-AAI-- posedlý/posedlý/AAMS1----1A---- tříděním/třídění/NNNS7-----A---- odpadu/odpad/NNIS2-----A---- a/a/J^------------- rozděláváním/rozdělávání/NNNS7-----A---- ohňů/oheň/NNIP2-----A---- ,/,/Z:------------- že/že/J,------------- výtečně/výtečně/Dg-------1A---- vařil/vařit/VpMS----R-AAI-- ,/,/Z:------------- mlátil/mlátit/VpMS----R-AAI-- chlapy/chlap/NNMP4-----A---- i/i/J^------------- ženské/ženská/NNFP4-----A---- bez/bez/RR--2---------- rozdílu/rozdíl/NNIS2-----A---- ,/,/Z:------------- dělal/dělat/VpMS----R-AAI-- bordel/bordel/NNIS4-----A---- na/na/RR--4---------- mnoho/mnoho/Ca--4---------- způsobů/způsob/NNIP2-----A---- ,/,/Z:------------- uklízel/uklízet/VpMS----R-AAI-- (/(/Z:------------- hlavně/hlavně/Dg-------1A---- u/u/RR--2---------- cizích/cizí/AAMP2----1A---- )/)/Z:------------- a/a/J^-------------";"choval/chovat/VpMS----R-AAI-- vášeň/vášeň/NNFS4-----A----";"pro/pro/RR--4---------- mytí/mytí/NNNS4-----A---- nádobí/nádobí/NNNS2-----A---- ././Z:-------------"
"33";"Středoškolačka/středoškolačka/NNFS1-----A---- Tracey/Tracey/NNMS1-----A---- sice/sice/J^------------- narostla/narůst/VpFS----R-AAP-- do/do/RR--2---------- nebývalých/nebývalý/AAIP2----1A---- rozměrů/rozměr/NNIP2-----A---- ,/,/Z:------------- ale/ale/J^------------- i/i/J^------------- tak/tak/Db------------- ve/v/RV--6---------- svém/svůj/P8NS6---------- srdci/srdce/NNNS6-----A----";"chová/chovat/VB-S---3P-AAI-- pouze/pouze/Db------------- jednu/jeden/ClFS4---------- jedinou/jediný/AAFS4----1A---- vášeň/vášeň/NNFS4-----A----";"-/-/Z:------------- tanec/tanec/NNIS4-----A---- ././Z:-------------"
"34";"Jak/jak/Db------------- jste/být/VB-P---2P-AAI-- se/se/P7--4---------- se/s/RV--7---------- Zdenou/Zdena/NNFS7-----A---- Studénkovou/Studénková/NNFS7-----A----";"chovali/chovat/VpMP----R-AAI-- ,/,/Z:------------- když/když/J,------------- jste/být/VB-P---2P-AAI-- zrovna/zrovna/Db------------- nemuseli/muset/VpMP----R-NAI-- na/na/RR--4---------- kameru/kamera/NNFS4-----A---- předstírat/předstírat/Vf--------A-I-- vášeň/vášeň/NNFS4-----A----";"?/?/Z:-------------"
"35";"Ať/ať/J,------------- byl/být/VpMS----R-AAI-- Ecclestone/Ecclestone/NNMS1-----A---- ,/,/Z:------------- jaký/jaký/P4MS1---------- chtěl/chtít/VpMS----R-AAI-- ,/,/Z:------------- vždy/vždy/Db-------------";"choval/chovat/VpMS----R-AAI-- ryzí/ryzí/AAFS4----1A---- vášeň/vášeň/NNFS4-----A----";"pro/pro/RR--4---------- motoristické/motoristický/AAIP4----1A---- závody/závod/NNIP4-----A---- a/a/J^------------- dal/dát/VpMS----R-AAP-- si/se/P7--3---------- za/za/RR--4---------- úkol/úkol/NNIS4-----A---- udržet/udržet/Vf--------A-P-- nad/nad/RR--7---------- vodou/voda/NNFS7-----A---- i/i/J^------------- týmy/tým/NNIP4-----A---- ,/,/Z:------------- které/který/P4IP1---------- nebyly/být/VpIP----R-NAI-- zrovna/zrovna/Db------------- na/na/RR--6---------- výsluní/výsluní/NNNS6-----A---- ././Z:-------------"
"36";"Ostatně/ostatně/TT------------- dobře/dobře/Dg-------1A---- víte/vědět/VB-P---2P-AAI-- ,/,/Z:------------- že/že/J,------------- Čapek/Čapek/NNMS1-----A----";"choval/chovat/VpMS----R-AAI-- vůči/vůči/RR--3---------- své/svůj/P8FS3---------1 mateřštině/mateřština/NNFS3-----A---- vášeň/vášeň/NNFS4-----A----";"a/a/J^------------- ve/v/RV--6---------- Chvále/chvála/NNFS6-----A---- řeči/řeč/NNFS2-----A---- české/český/AAFP4----1A---- o/o/RR--6---------- ní/on/P5FS6--3------- promluvil/promluvit/VpMS----R-AAP-- takto/takto/Db------------- :/:/Z:------------- ""/""/Z:------------- Chtěl/chtít/VpMS----R-AAI-- bych/být/Vc-S---1----I-- umět/umět/Vf--------A-I-- napsat/napsat/Vf--------A-P-- vše/všechen/PLNS4---------1 ,/,/Z:------------- co/co/PQ--4---------- dovedeš/dovést/VB-S---2P-AAI-- vyjádřit/vyjádřit/Vf--------A-P-- ;/;/Z:------------- chtěl/chtít/VpMS----R-AAI-- bych/být/Vc-S---1----I-- aspoň/aspoň/Db------------- jedinkrát/jedinkrát/Cv------------- využít/využít/Vf--------A-P-- všech/všechen/PLNP2---------- krásných/krásný/AANP2----1A---- ,/,/Z:------------- určitých/určitý/AANP2----1A---- ,/,/Z:------------- živoucích/živoucí/AANP2----1A---- slov/slovo/NNNP2-----A---- ,/,/Z:------------- která/který/P4NP1---------- jsou/být/VB-P---3P-AAI-- v/v/RR--6---------- tobě/ty/PP-S6--2------- ././Z:-------------"
