id;left;kwic;right
"1";"Opět/opět/Db------------- jsme/být/VB-P---1P-AAI-- v/v/RR--6---------- rámci/rámec/NNIS6-----A---- našeho/náš/PSIS2-P1------- projektu/projekt/NNIS2-----A---- měli/mít/VpMP----R-AAI-- možnost/možnost/NNFS4-----A---- pracovat/pracovat/Vf--------A-I-- s/s/RR--7---------- těmi/ten/PDMP7---------- –/-/Z:------------- řekněme/říci/Vi-P---1--A-P-- –/-/Z:------------- progresivnějšími/progresivní/AAMP7----2A---- ,/,/Z:------------- což/co/PE--1---------- byla/být/VpFS----R-AAI-- vesměs/vesměs/Db------------- radost/radost/NNFS1-----A---- ,/,/Z:------------- obecně/obecně/Dg-------1A---- mě/já/PH-S4--1------- ovšem/ovšem/TT------------- zaráželo/zarážet/VpNS----R-AAI-- ,/,/Z:------------- jakou/jaký/P4FS4---------- nedůvěru/nedůvěra/NNFS4-----A---- a/a/J^-------------";"despekt/despekt/NNIS4-----A---- k/k/RR--3---------- mladým/mladý/AAMP3----1A---- lidem/člověk/NNMP3-----A---- pedagogové/pedagog/NNMP1-----A---- chovají/chovat/VB-P---3P-AAI--";"././Z:-------------"
"2";"Dnes/dnes/Db------------- už/už/Db------------- takovýto/takovýto/PDIS4----------";"despekt/despekt/NNIS4-----A---- k/k/RR--3---------- sousedním/sousední/AAIP3----1A---- kmenům/kmen/NNIP3-----A---- zjevně/zjevně/TT------------- nechovají/chovat/VB-P---3P-NAI--";"././Z:-------------"
"3";"Když/když/J,------------- pak/pak/Db------------- v/v/RR--6---------- poradně/poradna/NNFS6-----A---- ženy/žena/NNFP1-----A---- rekapitulují/rekapitulovat/VB-P---3P-AAB-- svůj/svůj/P8IS4---------- vztah/vztah/NNIS4-----A---- ,/,/Z:------------- často/často/Dg-------1A---- odhalí/odhalit/VB-P---3P-AAP-- signály/signál/NNIP4-----A---- ,/,/Z:------------- které/který/P4IP4---------- partner/partner/NNMS1-----A---- vysílal/vysílat/VpMS----R-AAI-- už/už/Db------------- před/před/RR--7---------- svatbou/svatba/NNFS7-----A---- :/:/Z:------------- prchlivost/prchlivost/NNFS4-----A---- ,/,/Z:------------- agresi/agrese/NNFS4-----A---- za/za/RR--7---------- volantem/volant/NNIS7-----A---- ,/,/Z:------------- nesmyslnou/nesmyslný/AAFS4----1A---- pedanterii/pedanterie/NNFS4-----A---- ,/,/Z:-------------";"despekt/despekt/NNIS4-----A---- -/-/Z:------------- ale/ale/J^------------- především/především/TT------------- měly/mít/VpIP----R-AAI-- vzít/vzít/Vf--------A-P-- na/na/RR--4---------- vědomí/vědomí/NNNS4-----A---- způsoby/způsob/NNIP4-----A---- ,/,/Z:------------- kterým/který/P4IS7---------- se/se/P7--4---------- k/k/RR--3---------- sobě/se/P6--3---------- chovali/chovat/VpMP----R-AAI--";"jeho/jeho/PSMP1-S3------- rodiče/rodič/NNMP1-----A---- ././Z:-------------"
"4";"Není/být/VB-S---3P-NAI-- náhražkou/náhražka/NNFS7-----A---- ,/,/Z:------------- zlevněným/zlevněný/AANS7----1A---- zbožím/zboží/NNNS7-----A---- ani/ani/J^------------- čínskou/čínský/AAFS7----1A---- kopií/kopie/NNFS7-----A---- ,/,/Z:------------- ale/ale/J^------------- svébytným/svébytný/AANS7----1A---- zařízením/zařízení/NNNS7-----A---- se/s/RV--7---------- 7/7/C=------------- “/""/Z:------------- displejem/displej/NNIS7-----A---- a/a/J^------------- 16/16/C=------------- GB/GB/BN------------- pamětí/paměť/NNFP2-----A---- ,/,/Z:------------- na/na/RR--4---------- kterou/který/P4FS4---------- se/se/P7--4---------- už/už/Db------------- nějaká/nějaký/PZFS1---------- ta/ten/PDFS1---------- zábava/zábava/NNFS1-----A---- vejde/vejít/VB-S---3P-AAP-- a/a/J^------------- přitom/přitom/Db------------- se/se/P7--4---------- nemusíte/muset/VB-P---2P-NAI-- bát/bát/Vf--------A-I-- o/o/RR--4---------- jeho/jeho/PSFS4-S3------- odolnost/odolnost/NNFS4-----A---- ,/,/Z:------------- zároveň/zároveň/Db------------- však/však/J^------------- nevzbuzuje/vzbuzovat/VB-S---3P-NAI--";"despekt/despekt/NNIS4-----A---- ,/,/Z:------------- takže/takže/J,------------- se/se/P7--4---------- i/i/J^------------- děti/dítě/NNFP1-----A---- naučí/naučit/VB-P---3P-AAP-- k/k/RR--3---------- elektronice/elektronika/NNFS3-----A---- správně/správně/Dg-------1A---- chovat/chovat/Vf--------A-I--";"././Z:-------------"
"5";"O/o/RR--4---------- to/ten/PDNS4---------- větší/velký/AAIS4----2A----";"despekt/despekt/NNIS4-----A---- vůči/vůči/RR--3---------- tomu/ten/PDIS3---------- plánu/plán/NNIS3-----A---- chovám/chovat/VB-S---1P-AAI--";"././Z:-------------"
"6";"Ovšemže/ovšemže/TT------------- podobný/podobný/AAIS4----1A----";"despekt/despekt/NNIS4-----A---- chovají/chovat/VB-P---3P-AAI--";"také/také/Db------------- žurnalisté/žurnalista/NNMP1-----A---- ke/k/RV--3---------- svým/svůj/P8MP3---------- čtenářům/čtenář/NNMP3-----A---- a/a/J^------------- divákům/divák/NNMP3-----A---- ././Z:-------------"
