id;left;kwic;right
"85";"Jen/jen/Db------------- pár/pár/Db------------- dní/den/NNIP2-----A---1 předtím/předtím/Db------------- prezident/prezident/NNMS1-----A---- Miloš/Miloš/NNMS1-----A---- Zeman/Zeman/NNMS1-----A---- zpochybnil/zpochybnit/VpMS----R-AAP-- česko-americké/česko-americký/AAIP4----1A----";"vztahy/vztah/NNIP4-----A---- ,/,/Z:------------- když/když/J,------------- řekl/říci/VpMS----R-AAP-- ,/,/Z:------------- že/že/J,------------- jsme/být/VB-P---1P-AAI-- se/se/P7--4---------- vůči/vůči/RR--3---------- Spojeným/spojený/AAIP3----1A---- státům/stát/NNIP3-----A---- a/a/J^------------- EU/EU/BN------------- dlouho/dlouho/Dg-------1A---- chovali/chovat/VpMP----R-AAI--";"příliš/příliš/Db------------- submisivně/submisivně/Dg-------1A---- ././Z:-------------"
"86";"Adolescenti/adolescent/NNMP1-----A---- mohou/moci/VB-P---3P-AAI-1 navazovat/navazovat/Vf--------A-I-- kontakty/kontakt/NNIP4-----A---- s/s/RR--7---------- jinými/jiný/AAMP7----1A---- dospělými/dospělý/NNMP7-----A---- ,/,/Z:------------- mohou/moci/VB-P---3P-AAI-1 mít/mít/Vf--------A-I-- dobrý/dobrý/AAIS4----1A----";"vztah/vztah/NNIS4-----A---- k/k/RR--3---------- učitelům/učitel/NNMP3-----A---- ,/,/Z:------------- ke/k/RV--3---------- spolupracovníkům/spolupracovník/NNMP3-----A---- v/v/RR--6---------- tom/ten/PDIS6---------- případě/případ/NNIS6-----A---- ,/,/Z:------------- že/že/J,------------- tito/tento/PDMP1---------- lidé/člověk/NNMP1-----A---- mají/mít/VB-P---3P-AAI-- vnitřní/vnitřní/AAFP4----1A---- hodnoty/hodnota/NNFP4-----A---- ,/,/Z:------------- akceptují/akceptovat/VB-P---3P-AAB-- dospívajícího/dospívající/AGMS4-----A---- v/v/RR--6---------- jeho/jeho/PSFS6-S3------- individualitě/individualita/NNFS6-----A---- ,/,/Z:------------- chovají/chovat/VB-P---3P-AAI--";"se/se/P7--4---------- podle/podle/RR--2---------- morálních/morální/AAFP2----1A---- norem/norma/NNFP2-----A---- ,/,/Z:------------- které/který/P4FP1---------- jsou/být/VB-P---3P-AAI-- pro/pro/RR--4---------- adolescenta/adolescent/NNMS4-----A---- přijatelné/přijatelný/AAFP1----1A---- ././Z:-------------"
"87";"Pokud/pokud/J,------------- jde/jít/VB-S---3P-AAI-- o/o/RR--4---------- náš/náš/PSIS4-P1-------";"vztah/vztah/NNIS4-----A---- k/k/RR--3---------- Rusku/Rusko/NNNS3-----A---- ,/,/Z:------------- je/být/VB-S---3P-AAI-- třeba/třeba/Db------------- reagovat/reagovat/Vf--------A-I-- na/na/RR--4---------- to/ten/PDNS4---------- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- Rusko/Rusko/NNNS1-----A---- vůči/vůči/RR--3---------- Ukrajině/Ukrajina/NNFS3-----A---- začalo/začít/VpNS----R-AAP-- chovat/chovat/Vf--------A-I--";"././Z:-------------"
"88";"Žádný/žádný/PWIS4---------- zvláštní/zvláštní/AAIS4----1A----";"vztah/vztah/NNIS4-----A---- k/k/RR--3---------- nim/oni/P5IP3--3------- nemám/mít/VB-S---1P-NAI-- ,/,/Z:------------- ale/ale/J^------------- snažím/snažit/VB-S---1P-AAI-- se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5IP3--3------- chovat/chovat/Vf--------A-I--";"hezky/hezky/Dg-------1A---- ././Z:-------------"
"89";"Mají/mít/VB-P---3P-AAI-- skvělý/skvělý/AAIS4----1A----";"vztah/vztah/NNIS4-----A---- ke/k/RV--3---------- kultuře/kultura/NNFS3-----A---- obecně/obecně/Dg-------1A---- ,/,/Z:------------- jsou/být/VB-P---3P-AAI-- -/-/Z:------------- jak/jak/Db------------- se/se/P7--4---------- teď/teď/Db------------- říká/říkat/VB-S---3P-AAI-- -/-/Z:------------- sofistikovaní/sofistikovaný/AAMP1----1A---- ,/,/Z:------------- chovají/chovat/VB-P---3P-AAI--";"se/se/P7--4---------- skvěle/skvěle/Dg-------1A---- a/a/J^------------- my/my/PP-P1--1------- jsme/být/VB-P---1P-AAI-- jim/oni/PPMP3--3------- velice/velice/Db------------- vděčni/vděčný/ACMP------A---- a/a/J^------------- zavázáni/zavázat/VsMP------APP-- ././Z:-------------"
"90";"Myslím/myslet/VB-S---1P-AAI-- ,/,/Z:------------- že/že/J,------------- s/s/RR--7---------- oběma/oba/ClMP7---------- hráči/hráč/NNMP7-----A---- máme/mít/VB-P---1P-AAI-- přátelské/přátelský/AAIP4----1A----";"vztahy/vztah/NNIP4-----A---- a/a/J^------------- při/při/RR--6---------- jednáních/jednání/NNNP6-----A---- se/se/P7--4---------- chováme/chovat/VB-P---1P-AAI--";"korektně/korektně/Dg-------1A---- ././Z:-------------"
"91";"S/s/RR--7---------- vděčností/vděčnost/NNFS7-----A---- často/často/Dg-------1A---- vzpomínám/vzpomínat/VB-S---1P-AAI-- na/na/RR--4---------- dětského/dětský/AAMS4----1A---- psychologa/psycholog/NNMS4-----A---- prof/prof/BN------------- ././Z0------------- Zdeňka/Zdeněk/NNMS4-----A---- Matějčka/Matějček/NNMS4-----A---- ,/,/Z:------------- který/který/P4MS1---------- mi/já/PH-S3--1------- kdysi/kdysi/Db------------- řekl/říci/VpMS----R-AAP-- :/:/Z:------------- „/""/Z:------------- Kdo/kdo/PKM-1---------- chce/chtít/VB-S---3P-AAI-- mít/mít/Vf--------A-I-- dobrý/dobrý/AAIS4----1A---- ,/,/Z:------------- ba/ba/TT------------- krásný/krásný/AAIS4----1A----";"vztah/vztah/NNIS4-----A---- se/se/RV--7---------- svými/svůj/P8FP7---------- dospělými/dospělý/AAFP7----1A---- dětmi/dítě/NNFP7-----A---- ,/,/Z:------------- měl/mít/VpMS----R-AAI-- by/být/Vc----------I-- se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5MP3--3------- chovat/chovat/Vf--------A-I--";"jako/jako/J,------------- k/k/RR--3---------- nejlepším/lepší/AAMP3----3A---- přátelům/přítel/NNMP3-----A---- .../.../Z:------------- ""/""/Z:-------------"
"92";"KDO/kdo/PKM-1---------- CHODÍ/chodit/VB-S---3P-AAI-- NA/na/RR--4---------- HANČINY/Hančin/AUIP4F--------- SEMINÁŘE/seminář/NNIP4-----A---- ?/?/Z:------------- */*/Z:------------- Maminky/maminka/NNFP1-----A---- a/a/J^------------- tatínkové/tatínek/NNMP1-----A---1 s/s/RR--7---------- malými/malý/AAFP7----1A---- dětmi/dítě/NNFP7-----A---- –/-/Z:------------- potřebují/potřebovat/VB-P---3P-AAI-- najít/najít/Vf--------A-P-- sebejistotu/sebejistota/NNFS4-----A---- při/při/RR--6---------- výchově/výchova/NNFS6-----A---- dětí/dítě/NNFP2-----A---- a/a/J^------------- upevnit/upevnit/Vf--------A-P-- si/se/P7--3---------- partnerské/partnerský/AAIP4----1A----";"vztahy/vztah/NNIP4-----A---- ,/,/Z:------------- ujasnit/ujasnit/Vf--------A-P-- si/se/P7--3---------- zásady/zásada/NNFP4-----A---- zdravého/zdravý/AAIS2----1A---- životního/životní/AAIS2----1A---- stylu/styl/NNIS2-----A---- a/a/J^------------- stravování/stravování/NNNS2-----A---- ././Z0------------- */*/Z:------------- Studenti/student/NNMP1-----A---- –/-/Z:------------- potřebují/potřebovat/VB-P---3P-AAI-- zvýšit/zvýšit/Vf--------A-P-- sebedůvěru/sebedůvěra/NNFS4-----A---- a/a/J^------------- poradit/poradit/Vf--------A-P-- se/se/P7--4---------- o/o/RR--6---------- etice/etika/NNFS6-----A---- podnikání/podnikání/NNNS2-----A---- ././Z0------------- */*/Z:------------- Sestřičky/sestřička/NNFP1-----A---- a/a/J^------------- zdravotnický/zdravotnický/AAIS1----1A---- personál/personál/NNIS1-----A---- –/-/Z:------------- stále/stále/Dg-------1A---- je/oni/PPFP4--3------- potřebuje/potřebovat/VB-S---3P-AAI-- někdo/někdo/PZM-1---------- ,/,/Z:------------- koho/kdo/PKM-4---------- máme/mít/VB-P---1P-AAI-- rádi/rád/ACMP------A---- nebo/nebo/J^------------- i/i/J^------------- my/my/PP-P1--1------- sami/sám/PLMP1---------- a/a/J^------------- záleží/záležet/VB-S---3P-AAI-- na/na/RR--6---------- tom/ten/PDNS6---------- ,/,/Z:------------- jak/jak/Db------------- se/se/P7--4---------- k/k/RR--3---------- našim/náš/PSMP3-P1------- blízkým/blízký/AAMP3----1A---- nebo/nebo/J^------------- k/k/RR--3---------- nám/my/PP-P3--1------- chovají/chovat/VB-P---3P-AAI--";"././Z0------------- */*/Z:------------- Senioři/senior/NNMP1-----A---- –/-/Z:------------- sebedůvěra/sebedůvěra/NNFS1-----A---- i/i/J^------------- v/v/RR--6---------- tomto/tento/PDNS6---------- období/období/NNNS6-----A---- života/život/NNIS2-----A---- patří/patřit/VB-P---3P-AAI-- ke/k/RV--3---------- každodenním/každodenní/AAFP3----1A---- potřebám/potřeba/NNFP3-----A---- možná/možná/TT------------- víc/hodně/Dg-------2A---- než/než/J,------------- kdy/kdy/Db------------- jindy/jindy/Db------------- ././Z:-------------"
"93";"Vypočítejte/vypočítat/Vi-P---2--A-P--";"vztah/vztah/NNIS4-----A---- pro/pro/RR--4---------- impedanci/impedance/NNFS4-----A---- sériově/sériově/Dg-------1A---- spojené/spojený/AAFS2----1A---- cívky/cívka/NNFS2-----A---- ,/,/Z:------------- kondenzátoru/kondenzátor/NNIS2-----A---- a/a/J^------------- rezistoru/rezistor/NNIS2-----A---- ,/,/Z:------------- vysvětlete/vysvětlit/Vi-P---2--A-P-- ,/,/Z:------------- pro/pro/RR--4---------- jaké/jaký/P4IP4---------- kmitočty/kmitočet/NNIP4-----A---- má/mít/VB-S---3P-AAI-- obvod/obvod/NNIS1-----A---- kapacitní/kapacitní/AAIS4----1A---- charakter/charakter/NNIS4-----A---- ,/,/Z:------------- pro/pro/RR--4---------- jaké/jaký/P4IP4---------- induktivní/induktivní/AAIP4----1A---- a/a/J^------------- kdy/kdy/Db------------- se/se/P7--4---------- chová/chovat/VB-S---3P-AAI--";"jako/jako/J,------------- reálný/reálný/AAIS1----1A---- odpor/odpor/NNIS1-----A---- ,/,/Z:------------- nakreslete/nakreslit/Vi-P---2--A-P-- průběh/průběh/NNIS4-----A---- závislosti/závislost/NNFS2-----A---- absolutní/absolutní/AAFS2----1A---- hodnoty/hodnota/NNFS2-----A---- impedance/impedance/NNFS2-----A---- a/a/J^------------- fáze/fáze/NNFS2-----A---- na/na/RR--6---------- kmitočtu/kmitočet/NNIS6-----A---- ././Z:-------------"
"94";"Pokud/pokud/J,------------- jde/jít/VB-S---3P-AAI-- o/o/RR--4----------";"vztahy/vztah/NNIP4-----A---- uvnitř/uvnitř/RR--2---------- firmy/firma/NNFS2-----A---- ,/,/Z:------------- pak/pak/Db------------- musím/muset/VB-S---1P-AAI-- říct/říci/Vf--------A-P-- ,/,/Z:------------- že/že/J,------------- IBM/IBM/BN------------- si/se/P7--3---------- velice/velice/Db------------- moudře/moudře/Dg-------1A---- uvědomuje/uvědomovat/VB-S---3P-AAI-- rozdíl/rozdíl/NNIS4-----A---- mezi/mezi/RR--7---------- vlastníkem/vlastník/NNMS7-----A---- a/a/J^------------- šéfem/šéf/NNMS7-----A---- firmy/firma/NNFS2-----A---- a/a/J^------------- chová/chovat/VB-S---3P-AAI--";"se/se/P7--4---------- proto/proto/Db------------- jako/jako/J,------------- rozumný/rozumný/AAMS1----1A---- vlastník/vlastník/NNMS1-----A---- ,/,/Z:------------- který/který/P4MS1---------- nezasahuje/zasahovat/VB-S---3P-NAI-- přímo/přímo/Dg-------1A---- do/do/RR--2---------- našich/náš/PSIP2-P1------- obchodů/obchod/NNIP2-----A---- ././Z:-------------"
