id;left;kwic;right
"48";"""/""/Z:------------- Jde/jít/VB-S---3P-AAI-- o/o/RR--4----------";"záměr/záměr/NNIS4-----A---- soukromého/soukromý/AAMS2----1A---- investora/investor/NNMS2-----A---- na/na/RR--6---------- jeho/jeho/PSIS6-S3------- vlastním/vlastní/AAIS6----1A---- pozemku/pozemek/NNIS6-----A---- ,/,/Z:------------- který/který/P4IS1---------- se/se/P7--4---------- chová/chovat/VB-S---3P-AAI--";"slušně/slušně/Dg-------1A---- ././Z:-------------"
"49";"Obec/obec/NNFS1-----A---- má/mít/VB-S---3P-AAI-- podle/podle/RR--2---------- něj/on/P5MS2--3------- informace/informace/NNFP4-----A---- ,/,/Z:------------- že/že/J,------------- by/být/Vc----------I-- existoval/existovat/VpIS----R-AAI-- i/i/J^------------- zájem/zájem/NNIS1-----A---- o/o/RR--4---------- komerční/komerční/AANS4----1A---- využití/využití/NNNS4-----A---- některých/některý/PZIP2---------- objektů/objekt/NNIP2-----A---- ././Z:------------- ""/""/Z:------------- I/i/J^------------- my/my/PP-P1--1------- sami/sám/PLMP1---------- bychom/být/Vc-P---1----I-- měli/mít/VpMP----R-AAI-- určité/určitý/AAIP4----1A----";"záměry/záměr/NNIP4-----A---- ,/,/Z:------------- ale/ale/J^------------- dráhy/dráha/NNFP1-----A---- se/se/P7--4---------- chovají/chovat/VB-P---3P-AAI--";"velice/velice/Db------------- tajnosnubně/tajnosnubně/Dg-------1A---- a/a/J^------------- my/my/PP-P1--1------- v/v/RR--6---------- podstatě/podstata/NNFS6-----A---- nevíme/vědět/VB-P---1P-NAI-- ,/,/Z:------------- s/s/RR--7---------- kým/kdo/PKM-7---------- bychom/být/Vc-P---1----I-- měli/mít/VpMP----R-AAI-- vstoupit/vstoupit/Vf--------A-P-- do/do/RR--2---------- jednání/jednání/NNNS2-----A---- ,/,/Z:------------- ""/""/Z:------------- postěžoval/postěžovat/VpMS----R-AAP-- si/se/P7--3---------- starosta/starosta/NNMS1-----A---- ././Z:-------------"
"50";"mocenský/mocenský/AAIS4----1A---- význam/význam/NNIS4-----A---- ;/;/Z:------------- estetické/estetický/AANS4----1A---- -/-/Z:------------- jak/jak/Db------------- prostor/prostor/NNIS4-----A---- pozorovat/pozorovat/Vf--------A-I-- ,/,/Z:------------- těšit/těšit/Vf--------A-I-- se/se/P7--4---------- z/z/RR--2---------- něj/on/P5IS2--3------- či/či/J^------------- chovat/chovat/Vf--------A-I-- k/k/RR--3---------- němu/on/P5IS3--3------- pocity/pocit/NNIP4-----A---- opačné/opačný/AAIP4----1A---- ,/,/Z:------------- vypovídací/vypovídací/AAIP4----1A---- ;/;/Z:------------- a/a/J^------------- referenční/referenční/AAIP4----1A---- -/-/Z:------------- diskurs/diskurz/NNIS1-----A---- prostoru/prostor/NNIS2-----A---- může/moci/VB-S---3P-AAI-- být/být/Vf--------A-I-- veden/vést/VsIS------API-- nejen/nejen/Db------------- o/o/RR--6---------- prostoru/prostor/NNIS6-----A---- samotném/samotný/AAIS6----1A---- ,/,/Z:------------- ale/ale/J^------------- i/i/J^------------- o/o/RR--6---------- době/doba/NNFS6-----A---- ,/,/Z:------------- osobách/osoba/NNFP6-----A---- ,/,/Z:------------- institucích/instituce/NNFP6-----A---- atp/atp/Bb------------- ././Z0------------- ,/,/Z:------------- může/moci/VB-S---3P-AAI-- v/v/RR--6---------- sobě/se/P6--6---------- skrývat/skrývat/Vf--------A-I--";"záměr/záměr/NNIS4-----A---- komerční/komerční/AAIS4----1A---- nebo/nebo/J^------------- se/se/P7--4---------- dokonce/dokonce/TT------------- pouze/pouze/Db------------- redukovat/redukovat/Vf--------A-B-- ,/,/Z:------------- což/co/PE--1---------- bývá/bývat/VB-S---3P-AAI-- dnes/dnes/Db------------- častý/častý/AAIS1----1A---- případ/případ/NNIS1-----A---- ,/,/Z:------------- na/na/RR--4---------- nosič/nosič/NNIS4-----A---- reklamy/reklama/NNFS2-----A---- ,/,/Z:------------- normovaného/normovaný/AANS2----1A---- sdělení/sdělení/NNNS2-----A---- -/-/Z:------------- architektonická/architektonický/AAFS1----1A---- struktura/struktura/NNFS1-----A---- se/se/P7--4---------- v/v/RR--6---------- tomto/tento/PDIS6---------- posledním/poslední/AAIS6----1A---- případě/případ/NNIS6-----A---- chová/chovat/VB-S---3P-AAI--";"jako/jako/J,------------- jakési/jakýsi/PZNS1---------- zrcadlo/zrcadlo/NNNS1-----A---- ;/;/Z:------------- cíle/cíl/NNIP1-----A---- proč/proč/Db------------- strukturovat/strukturovat/Vf--------A-B-- prostor/prostor/NNIS4-----A---- ,/,/Z:------------- chovat/chovat/Vf--------A-I-- se/se/P7--4---------- architektonicky/architektonicky/Dg-------1A---- ,/,/Z:------------- mohou/moci/VB-P---3P-AAI-1 být/být/Vf--------A-I-- nepochybně/nepochybně/TT------------- mnohé/mnohý/AAIP1----1A---- další/další/AAIP1----1A---- a/a/J^------------- všechny/všechen/PLIP1---------- obdarovávají/obdarovávat/VB-P---3P-AAI-- prostor/prostor/NNIS4-----A---- beze/bez/RV--2---------- smyslu/smysl/NNIS2-----A---- nebo/nebo/J^------------- smysluplný/smysluplný/AAIS4----1A---- ,/,/Z:------------- protože/protože/J,------------- ohraničený/ohraničený/AAIS1----1A---- ve/v/RV--6---------- druhém/druhý/CrIS6---------- případě/případ/NNIS6-----A---- ,/,/Z:------------- v/v/RR--6---------- každém/každý/PLIS6---------- případě/případ/NNIS6-----A---- však/však/J^------------- nevýznamný/významný/AAIS4----1N---- prostor/prostor/NNIS4-----A---- významem/význam/NNIS7-----A---- (/(/Z:------------- takovým/takový/PDIS7---------- smysluplným/smysluplný/AAIS7----1A---- ale/ale/J^------------- nevýznamným/významný/AAIS7----1N---- prostorem/prostor/NNIS7-----A---- ,/,/Z:------------- abychom/aby|být/J,-------------|Vc-P---1----I-- objasnili/objasnit/VpMP----R-AAP-- rozdíl/rozdíl/NNIS4-----A----"
"51";"V/v/RR--6---------- Jihlavě/Jihlava/NNFS6-----A---- existuje/existovat/VB-S---3P-AAI-- zhruba/zhruba/Db------------- stejně/stejně/Dg-------1A---- dlouhou/dlouhý/AAFS4----1A---- dobu/doba/NNFS4-----A---- i/i/J^-------------";"záměr/záměr/NNIS4-----A---- chovat/chovat/Vf--------A-I--";"žirafy/žirafa/NNFP4-----A---- v/v/RR--6---------- zoologické/zoologický/AAFS6----1A---- zahradě/zahrada/NNFS6-----A---- ././Z:-------------"
"52";"V/v/RR--6---------- případě/případ/NNIS6-----A---- ,/,/Z:------------- že/že/J,------------- je/být/VB-S---3P-AAI-- zahrada/zahrada/NNFS1-----A---- členem/člen/NNMS7-----A---- EAZA/EAZA/BN------------- a/a/J^------------- vybraný/vybraný/AAIS1----1A---- druh/druh/NNIS1-----A---- součástí/součást/NNFP2-----A---- Evropského/evropský/AAIS2----1A---- záchovného/záchovný/AAIS2----1A---- programu/program/NNIS2-----A---- ,/,/Z:------------- na/na/RR--6---------- němž/jenž/P9IS6---------- zahrady/zahrada/NNFP1-----A---- spolupracují/spolupracovat/VB-P---3P-AAI-- ,/,/Z:------------- musí/muset/VB-S---3P-AAI--";"záměr/záměr/NNIS4-----A---- posvětit/posvětit/Vf--------A-P-- koordinátor/koordinátor/NNMS1-----A---- programu/program/NNIS2-----A---- a/a/J^------------- zároveň/zároveň/Db------------- takzvaný/takzvaný/AAIS1----1A---- druhový/druhový/AAIS1----1A---- výbor/výbor/NNIS1-----A---- tvořený/tvořený/AAIS4----1A---- zástupci/zástupce/NNMP7-----A---- dalších/další/AAFP2----1A---- zoo/zoo/NNFP2-----A---- ,/,/Z:------------- které/který/P4FP1---------- jej/on/PPIS4--3------2 chovají/chovat/VB-P---3P-AAI--";"././Z:-------------"
"53";"Ne/ne/TT------------- ,/,/Z:------------- nám/my/PP-P3--1------- nikdo/nikdo/PWM-1---------- nedokáže/dokázat/VB-S---3P-NAP--";"záměr/záměr/NNIS4-----A---- chovat/chovat/Vf--------A-I-- se/se/P7--4---------- k/k/RR--3---------- odsunovaným/odsunovaný/AAMP3----1A---- Němcům/Němec/NNMP3-----A---- z/z/RR--2---------- města/město/NNNS2-----A---- Brna/Brno/NNNS2-----A---- stejně/stejně/Dg-------1A---- ,/,/Z:------------- jako/jako/J,------------- se/se/P7--4---------- chovala/chovat/VpFS----R-AAI--";"většina/většina/NNFS1-----A---- Němců/Němec/NNMP2-----A---- v/v/RR--6---------- době/doba/NNFS6-----A---- okupace/okupace/NNFS2-----A---- k/k/RR--3---------- českému/český/AANS3----1A---- obyvatelstvu/obyvatelstvo/NNNS3-----A---- ././Z:-------------"
"54";"Radní/radní/NNMP1-----A---- dnes/dnes/Db------------- mají/mít/VB-P---3P-AAI-- na/na/RR--6---------- svém/svůj/P8NS6---------- jednání/jednání/NNNS6-----A---- posvětit/posvětit/Vf--------A-P--";"záměr/záměr/NNIS4-----A---- zoologické/zoologický/AAFS2----1A---- zahrady/zahrada/NNFS2-----A---- chovat/chovat/Vf--------A-I--";"slavného/slavný/AAMS4----1A---- černobílého/černobílý/AAMS4----1A---- medvěda/medvěd/NNMS4-----A---- ././Z:-------------"
"55";"Pro/pro/RR--4---------- takový/takový/PDIS4----------";"záměr/záměr/NNIS4-----A---- je/být/VB-S---3P-AAI-- prý/prý/TT------------- ale/ale/J^------------- potřeba/potřeba/NNFS1-----A---- několik/několik/Ca--1---------- věcí/věc/NNFP2-----A---- :/:/Z:------------- jednak/jednak/J^------------- chovat/chovat/Vf--------A-I--";"zvířata/zvíře/NNNP4-----A---- v/v/RR--6---------- přírodním/přírodní/AANS6----1A---- prostředí/prostředí/NNNS6-----A---- rozkvetlých/rozkvetlý/AAFP2----1A---- luk/louka/NNFP2-----A---- a/a/J^------------- mléko/mléko/NNNS4-----A---- na/na/RR--4---------- rozdíl/rozdíl/NNIS4-----A---- od/od/RR--2---------- běžné/běžný/AAFS2----1A---- produkce/produkce/NNFS2-----A---- nějak/nějak/Db------------- výrazně/výrazně/Dg-------1A---- nezpracovávat/zpracovávat/Vf--------N-I-- ././Z:-------------"
"56";"Ti/ten/PDMP1---------- vstřícnější/vstřícný/AAMP1----2A---- hovořili/hovořit/VpMP----R-AAI-- o/o/RR--6---------- tom/ten/PDNS6---------- ,/,/Z:------------- že/že/J,------------- někteří/některý/PZMP1---------- zastupitelé/zastupitel/NNMP1-----A---- a/a/J^------------- členové/člen/NNMP1-----A---- vedení/vedení/NNNS2-----A---- obce/obec/NNFS2-----A---- nemají/mít/VB-P---3P-NAI-- trpělivost/trpělivost/NNFS4-----A---- vysvětlovat/vysvětlovat/Vf--------A-I-- občanům/občan/NNMP3-----A---- své/svůj/P8IP4---------1";"záměry/záměr/NNIP4-----A---- ,/,/Z:------------- tazatele/tazatel/NNMP4-----A---- nebo/nebo/J^------------- stěžovatele/stěžovatel/NNMP4-----A---- zesměšňují/zesměšňovat/VB-P---3P-AAI-- a/a/J^------------- chovají/chovat/VB-P---3P-AAI--";"se/se/P7--4---------- k/k/RR--3---------- nim/oni/P5MP3--3------- arogantně/arogantně/Dg-------1A---- i/i/J^------------- na/na/RR--6---------- veřejných/veřejný/AAFP6----1A---- schůzích/schůze/NNFP6-----A---- ././Z:-------------"
"57";"Podle/podle/RR--2---------- jeho/jeho/PSNP2-S3------- slov/slovo/NNNP2-----A---- se/se/P7--4---------- pracovníci/pracovník/NNMP1-----A---- Škody/Škoda/NNFS2-----A---- konečně/konečně/Dg-------1A---- začali/začít/VpMP----R-AAP-- zajímat/zajímat/Vf--------A-I-- o/o/RR--4---------- koncepční/koncepční/AAIP4----1A----";"záměry/záměr/NNIP4-----A---- podniku/podnik/NNIS2-----A---- ,/,/Z:------------- když/když/J,------------- se/se/P7--4---------- stát/stát/Vf--------A-P-- jako/jako/J,------------- jeho/jeho/PSMS1-S3------- majoritní/majoritní/AAMS1----1A---- vlastník/vlastník/NNMS1-----A---- nechová/chovat/VB-S---3P-NAI--";"odpovědně/odpovědně/Dg-------1A---- ././Z:-------------"
