id;left;kwic;right;VNP?
"31";"Rath/Rath/NNMS1-----A---- :/:/Z:-------------";"Chová/chovat/VB-S---3P-AAI-- vůči/vůči/RR--3---------- mně/já/PP-S3--1------- vážnou/vážný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";""
"32";"Někdy/někdy/Db------------- se/se/P7--4---------- zas/zase/Db------------- stane/stát/VB-S---3P-AAP-- ,/,/Z:------------- že/že/J,------------- hráči/hráč/NNMP1-----A---- k/k/RR--3---------- sobě/se/P6--3----------";"chovají/chovat/VB-P---3P-AAI-- značné/značný/AAFP4----1A---- antipatie/antipatie/NNFP4-----A----";",/,/Z:------------- na/na/RR--6---------- rozhodčím/rozhodčí/NNMS6-----A---- pak/pak/Db------------- je/oni/PPFP4--3------- udržet/udržet/Vf--------A-P-- je/oni/PPFP4--3------- na/na/RR--6---------- uzdě/uzda/NNFS6-----A---- ././Z:-------------"
"33";"V/v/RR--6---------- Českém/český/AAIS6----1A---- rozhlase/rozhlas/NNIS6-----A---- pak/pak/Db------------- na/na/RR--4---------- dotaz/dotaz/NNIS4-----A---- ,/,/Z:------------- zda/zda/J,------------- se/se/P7--4---------- funkce/funkce/NNFS2-----A---- vzdá/vzdát/VB-S---3P-AAP-- ,/,/Z:------------- odpověděl/odpovědět/VpMS----R-AAP-- :/:/Z:------------- ""/""/Z:------------- Jsem/být/VB-S---1P-AAI-- takto/takto/Db------------- připraven/připravit/VsMS------APP-- ,/,/Z:------------- ale/ale/J^------------- znáte/znát/VB-P---2P-AAI-- pana/pán/NNMS4-----A---- prezidenta/prezident/NNMS4-----A---- Klause/Klaus/NNMS4-----A---- ,/,/Z:------------- já/já/PP-S1--1------- si/se/P7--3---------- dovedu/dovést/VB-S---1P-AAP-- živě/živě/Dg-------1A---- představit/představit/Vf--------A-P-- ,/,/Z:------------- že/že/J,------------- nevyzpytatelný/nevyzpytatelný/AAMS1----1A---- Václav/Václav/NNMS1-----A---- Klaus/Klaus/NNMS1-----A---- ,/,/Z:------------- který/který/P4MS1----------";"chová/chovat/VB-S---3P-AAI-- bytostnou/bytostný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";"vůči/vůči/RR--3---------- Rathovi/Rath/NNMS3-----A---- ,/,/Z:------------- si/se/P7--3---------- ho/on/PHMS4--3------- vychutná/vychutnat/VB-S---3P-AAP-- poté/poté/Db------------- ,/,/Z:------------- co/co/Db------------- ten/ten/PDMS1---------- snaživě/snaživě/Dg-------1A---- abdikuje/abdikovat/VB-S---3P-AAI-- z/z/RR--2---------- pozice/pozice/NNFS2-----A---- prezidenta/prezident/NNMS2-----A---- (/(/Z:------------- komory/komora/NNFS2-----A---- )/)/Z:------------- a/a/J^------------- vymyslí/vymyslet/VB-S---3P-AAP-- si/se/P7--3---------- nějakou/nějaký/PZFS4---------- jinou/jiný/AAFS4----1A---- záminku/záminka/NNFS4-----A---- ././Z:-------------"
"34";"Přestože/přestože/J,------------- lidé/člověk/NNMP1-----A----";"chovají/chovat/VB-P---3P-AAI-- k/k/RR--3---------- havranům/havran/NNMP3-----A---- spíše/spíš/TT------------- antipatie/antipatie/NNFP4-----A----";"a/a/J^------------- mnohým/mnohý/AAMP3----1A---- připomínají/připomínat/VB-P---3P-AAI-- hrůzostrašné/hrůzostrašný/AAFP4----1A---- scény/scéna/NNFP4-----A---- z/z/RR--2---------- Hitchcockových/Hitchcockův/AUIP2M--------- filmů/film/NNIP2-----A---- ,/,/Z:------------- málokdo/málokdo/PZM-1---------- si/se/P7--3---------- uvědomuje/uvědomovat/VB-S---3P-AAI-- ,/,/Z:------------- že/že/J,------------- jsou/být/VB-P---3P-AAI-- vlastně/vlastně/TT------------- jakýmisi/jakýsi/PZIP7---------- vysavači/vysavač/NNIP7-----A---- odpadků/odpadky/NNIP2-----A---- ././Z:-------------"
"35";"""/""/Z:------------- To/ten/PDNS1---------- není/být/VB-S---3P-NAI-- můj/můj/PSIS1-S1------- styl/styl/NNIS1-----A---- ,/,/Z:------------- ""/""/Z:------------- řekl/říci/VpMS----R-AAP-- a/a/J^------------- nevybíravě/nevybíravě/Dg-------1A---- zpochybnil/zpochybnit/VpMS----R-AAP-- Lenerovy/Lenerův/AUFP4M--------- trenérské/trenérský/AAFP4----1A---- schopnosti/schopnost/NNFP4-----A---- ././Z:------------- ""/""/Z:------------- K/k/RR--3---------- trenéru/trenér/NNMS3-----A---1 Murrayovi/Murrayovi/NNMP1-----A----";"chovám/chovat/VB-S---1P-AAI-- jisté/jistý/AAFP4----1A---- antipatie/antipatie/NNFP4-----A----";",/,/Z:------------- vadí/vadit/VB-S---3P-AAI-- mi/já/PH-S3--1------- ,/,/Z:------------- že/že/J,------------- mužstvu/mužstvo/NNNS3-----A---- ordinuje/ordinovat/VB-S---3P-AAI-- zákeřnost/zákeřnost/NNFS4-----A---- a/a/J^------------- chová/chovat/VB-S---3P-AAI-- se/se/P7--4---------- nadřazeně/nadřazeně/Dg-------1A---- ,/,/Z:------------- ""/""/Z:------------- vysvětlil/vysvětlit/VpMS----R-AAP-- Lener/Lener/NNMS1-----A---- a/a/J^------------- dodal/dodat/VpMS----R-AAP-- :/:/Z:------------- ""/""/Z:------------- Hráči/hráč/NNMP1-----A---- si/se/P7--3---------- ruce/ruka/NNFP4-----A---- po/po/RR--6---------- utkání/utkání/NNNS6-----A---- podali/podat/VpMP----R-AAP-- ,/,/Z:------------- my/my/PP-P1--1------- ne/ne/TT------------- ,/,/Z:------------- ostatně/ostatně/TT------------- nebylo/být/VpNS----R-NAI-- proč/proč/Db------------- ././Z:-------------"
"36";"Ať/ať/J,------------- už/už/Db-------------";"chováme/chovat/VB-P---1P-AAI-- libovolné/libovolný/AAFP4----1A---- osobní/osobní/AAFP4----1A---- sympatie/sympatie/NNFP4-----A---- či/či/J^------------- antipatie/antipatie/NNFP4-----A----";"ke/k/RV--3---------- kterémukoliv/kterýkoli/PZIS3---------- z/z/RR--2---------- nich/oni/P5FP2--3------- ,/,/Z:------------- na/na/RR--6---------- tomto/tento/PDNS6---------- bychom/být/Vc-P---1----I-- se/se/P7--4---------- všichni/všechen/PLMP1---------- (/(/Z:------------- nebo/nebo/J^------------- aspoň/aspoň/Db------------- výrazná/výrazný/AAFS1----1A---- většina/většina/NNFS1-----A---- )/)/Z:------------- měli/mít/VpMP----R-AAI-- umět/umět/Vf--------A-I-- shodnout/shodnout/Vf--------A-P-- ././Z:-------------"
"37";"Princ/Princ/NNMS1-----A---- Alexandr/Alexander/NNMS1-----A---- však/však/J^-------------";"chová/chovat/VB-S---3P-AAI-- silné/silný/AAFP4----1A---- antipatie/antipatie/NNFP4-----A----";"k/k/RR--3---------- prezidentu/prezident/NNMS3-----A---1 Miloševičovi/Miloševič/NNMS3-----A---1 ,/,/Z:------------- kterého/který/P4MS4---------- obviňuje/obviňovat/VB-S---3P-AAI-- z/z/RR--2---------- toho/ten/PDNS2---------- ,/,/Z:------------- že/že/J,------------- zavedl/zavést/VpMS----R-AAP-- zemi/země/NNFS4-----A---- na/na/RR--4---------- pokraj/pokraj/NNIS4-----A---- hospodářského/hospodářský/AANS2----1A---- zhroucení/zhroucení/NNNS2-----A---- a/a/J^------------- brání/bránit/VB-S---3P-AAI-- demokratizaci/demokratizace/NNFS3-----A---- Srbska/Srbsko/NNNS2-----A---- ././Z:-------------"
"38";"A/a/J^------------- dále/dále/Db------------- ,/,/Z:------------- čtenář/čtenář/NNMS1-----A---- Jihlavských/jihlavský/AAIP2----1A---- listů/list/NNIP2-----A---- mi/já/PH-S3--1------- snad/snad/TT------------- uvěří/uvěřit/VB-S---3P-AAP-- ,/,/Z:------------- ale/ale/J^------------- vůči/vůči/RR--3---------- osobě/osoba/NNFS3-----A---- Radky/Radka/NNFS2-----A---- Bauerové/Bauerová/NNFS2-----A----";"nechovám/chovat/VB-S---1P-NAI-- žádné/žádný/PWFP4---------- antipatie/antipatie/NNFP4-----A----";",/,/Z:------------- byť/byť/J,------------- zastupuje/zastupovat/VB-S---3P-AAI-- ideologii/ideologie/NNFS4-----A---- ,/,/Z:------------- která/který/P4FS1---------- mi/já/PH-S3--1------- vždy/vždy/Db------------- byla/být/VpFS----R-AAI-- a/a/J^------------- je/být/VB-S---3P-AAI-- bytostně/bytostně/Dg-------1A---- cizí/cizí/AAFS1----1A---- ././Z:-------------"
"39";"Klaus/Klaus/NNMS1-----A---- a/a/J^------------- předseda/předseda/NNMS1-----A---- ČSSD/ČSSD/BN------------- Miloš/Miloš/NNMS1-----A---- Zeman/Zeman/NNMS1-----A---- sice/sice/J^-------------";"chovají/chovat/VB-P---3P-AAI-- vzájemné/vzájemný/AAFP4----1A---- antipatie/antipatie/NNFP4-----A----";"a/a/J^------------- v/v/RR--6---------- zásadě/zásada/NNFS6-----A---- velkou/velký/AAFS4----1A---- koalici/koalice/NNFS4-----A---- vylučují/vylučovat/VB-P---3P-AAI-- ,/,/Z:------------- avšak/avšak/J^------------- podle/podle/RR--2---------- politických/politický/AAMP2----1A---- pozorovatelů/pozorovatel/NNMP2-----A---- by/být/Vc----------I-- v/v/RR--6---------- zájmu/zájem/NNIS6-----A---- získání/získání/NNNS2-----A---- moci/moc/NNFS2-----A---- dokázali/dokázat/VpMP----R-AAP-- překročit/překročit/Vf--------A-P-- svůj/svůj/P8IS4---------- stín/stín/NNIS4-----A---- ././Z:-------------"
"40";"Zvláště/zvlášť/Db------------- pak/pak/Db------------- ,/,/Z:------------- když/když/J,------------- Gotta/Gott/NNMS4-----A---- ,/,/Z:------------- který/který/P4MS1---------- nazpíval/nazpívat/VpMS----R-AAP-- dva/dva/ClIP4---------- tisíce/tisíc/CzIP4---------- písní/píseň/NNFP2-----A---- ,/,/Z:------------- každý/každý/PLMS1---------- zná/znát/VB-S---3P-AAI-- a/a/J^-------------";"chová/chovat/VB-S---3P-AAI-- k/k/RR--3---------- němu/on/P5MS3--3------- buď/buď/J^------------- tak/tak/Db------------- nekritickou/kritický/AAFS4----1N---- sympatii/sympatie/NNFS4-----A---- ,/,/Z:------------- anebo/anebo/J^------------- tak/tak/Db------------- silnou/silný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";",/,/Z:------------- jakou/jaký/P4FS4---------- v/v/RR--6---------- lidech/člověk/NNMP6-----A---- vyvolává/vyvolávat/VB-S---3P-AAI-- ten/ten/PDMS1---------- ,/,/Z:------------- po/po/RR--6---------- němž/jenž/P9IS6---------- se/se/P7--4---------- Gott/Gott/NNMS1-----A---- jmenuje/jmenovat/VB-S---3P-AAB-- ././Z:-------------"
"41";"Ve/v/RV--6---------- státě/stát/NNIS6-----A---- ,/,/Z:------------- kde/kde/Db------------- hodně/hodně/Dg-------1A---- váží/vážit/VB-S---3P-AAI-- vliv/vliv/NNIS1-----A---- židovských/židovský/AAMP2----1A---- voličů/volič/NNMP2-----A---- ,/,/Z:------------- pak/pak/Db------------- musela/muset/VpFS----R-AAI-- vysvětlovat/vysvětlovat/Vf--------A-I-- ,/,/Z:------------- jak/jak/Db------------- to/ten/PDNS1---------- bylo/být/VpNS----R-AAI-- s/s/RR--7---------- jejím/její/PSNS7FS3------- setkáním/setkání/NNNS7-----A---- s/s/RR--7---------- Jásirem/Jásir/NNMS7-----A---- Arafatem/Arafat/NNMS7-----A---- a/a/J^------------- polibkem/polibek/NNIS7-----A---- s/s/RR--7---------- jeho/jeho/PSFS7-S3------- manželkou/manželka/NNFS7-----A---- Suhou/Suha/NNFS7-----A---- -/-/Z:------------- a/a/J^------------- že/že/J,-------------";"nechová/chovat/VB-S---3P-NAI-- vůči/vůči/RR--3---------- Izraeli/Izrael/NNIS3-----A---- antipatie/antipatie/NNFP4-----A----";"././Z:-------------"
"42";"Dokonce/dokonce/TT------------- ve/v/RV--4---------- čtvrtek/čtvrtek/NNIS4-----A---- dopoledne/dopoledne/Db------------- ,/,/Z:------------- krátce/krátce/Dg-------1A---- poté/poté/Db------------- ,/,/Z:------------- co/co/Db------------- bylo/být/VpNS----R-AAI-- oznámeno/oznámit/VsNS------APP-- ,/,/Z:------------- že/že/J,------------- bych/být/Vc-S---1----I-- měl/mít/VpMS----R-AAI-- být/být/Vf--------A-I-- ministrem/ministr/NNMS7-----A---- ,/,/Z:------------- jsem/být/VB-S---1P-AAI-- o/o/RR--6---------- tom/ten/PDNS6---------- mluvil/mluvit/VpMS----R-AAI-- s/s/RR--7---------- premiérem/premiér/NNMS7-----A---- a/a/J^------------- řekl/říci/VpMS----R-AAP-- mu/on/PHMS3--3------- o/o/RR--6---------- své/svůj/P8FS6---------1 domněnce/domněnka/NNFS6-----A---- ,/,/Z:------------- že/že/J,------------- prezident/prezident/NNMS1-----A---- vůči/vůči/RR--3---------- mně/já/PP-S3--1-------";"chová/chovat/VB-S---3P-AAI-- vážnou/vážný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";"a/a/J^------------- bude/být/VB-S---3F-AAI-- se/se/P7--4---------- snažit/snažit/Vf--------A-I-- komplikovat/komplikovat/Vf--------A-I-- situaci/situace/NNFS4-----A---- ././Z:-------------"
"43";"Také/také/Db------------- druhá/druhý/CrFS1---------- oponentka/oponentka/NNFS1-----A----";"chová/chovat/VB-S---3P-AAI-- k/k/RR--3---------- záměru/záměr/NNIS3-----A---- značnou/značný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";"././Z:-------------"
"44";"Prezident/prezident/NNMS1-----A---- Václav/Václav/NNMS1-----A---- Klaus/Klaus/NNMS1-----A----";"chová/chovat/VB-S---3P-AAI-- ke/k/RV--3---------- mně/já/PP-S3--1------- osobní/osobní/AAFP4----1A---- antipatie/antipatie/NNFP4-----A----";"././Z:-------------"
"45";"Přestože/přestože/J,------------- lidé/člověk/NNMP1-----A----";"chovají/chovat/VB-P---3P-AAI-- k/k/RR--3---------- havranům/havran/NNMP3-----A---- spíše/spíš/TT------------- antipatie/antipatie/NNFP4-----A----";"a/a/J^------------- mnohým/mnohý/AAMP3----1A---- připomínají/připomínat/VB-P---3P-AAI-- hrůzostrašné/hrůzostrašný/AAFP4----1A---- scény/scéna/NNFP4-----A---- z/z/RR--2---------- Hitchcockových/Hitchcockův/AUIP2M--------- filmů/film/NNIP2-----A---- ,/,/Z:------------- málokdo/málokdo/PZM-1---------- si/se/P7--3---------- uvědomuje/uvědomovat/VB-S---3P-AAI-- ,/,/Z:------------- že/že/J,------------- jsou/být/VB-P---3P-AAI-- vlastně/vlastně/TT------------- jakýmisi/jakýsi/PZIP7---------- vysavači/vysavač/NNIP7-----A---- odpadků/odpadky/NNIP2-----A---- ././Z:-------------"
"46";"Ale/ale/J^------------- ve/v/RV--6---------- své/svůj/P8FS6---------1 praxi/praxe/NNFS6-----A---- ,/,/Z:------------- ať/ať/J,------------- se/se/P7--4----------";"chová/chovat/VB-S---3P-AAI-- ke/k/RV--3---------- všem/všechen/PLNP3---------- zvířatům/zvíře/NNNP3-----A---- rovnocenně/rovnocenně/Dg-------1A---- ,/,/Z:------------- bez/bez/RR--2---------- ohledu/ohled/NNIS2-----A---- na/na/RR--4---------- nějaké/nějaký/PZFP4---------- sympatie/sympatie/NNFP4-----A---- či/či/J^------------- antipatie/antipatie/NNFP4-----A----";"././Z:-------------"
"47";"Abychom/aby|být/J,-------------|Vc-P---1----I-- si/se/P7--3---------- rozuměli/rozumět/VpMP----R-AAI-- ,/,/Z:------------- to/ten/PDNS1---------- neznamená/znamenat/VB-S---3P-NAI-- ,/,/Z:------------- že/že/J,------------- bych/být/Vc-S---1----I-- měl/mít/VpMS----R-AAI-- něco/něco/PZ--4---------- proti/proti/RR--3---------- březnu/březen/NNIS3-----A---- a/a/J^------------- už/už/Db------------- vůbec/vůbec/TT-------------";"nechovám/chovat/VB-S---1P-NAI-- antipatie/antipatie/NNFP4-----A----";"vůči/vůči/RR--3---------- čtenářům/čtenář/NNMP3-----A---- ,/,/Z:------------- ostatně/ostatně/TT------------- ,/,/Z:------------- sám/sám/PLMS1---------- jsem/být/VB-S---1P-AAI-- také/také/Db------------- již/již/Db------------- několikrát/několikrát/Co------------- četl/číst/VpMS----R-AAI-- ././Z:-------------"
"48";"Deník/deník/NNIS1-----A---- Sport/sport/NNIS1-----A----";"nechová/chovat/VB-S---3P-NAI-- žádné/žádný/PWFP4---------- antipatie/antipatie/NNFP4-----A----";"k/k/RR--3---------- osobě/osoba/NNFS3-----A---- Petra/Petr/NNMS2-----A---- Gabriela/Gabriel/NNMS2-----A---- či/či/J^------------- jinému/jiný/AAMS3----1A---- hráči/hráč/NNMS3-----A---- ././Z:-------------"
"49";"Taky/také/Db-------------";"nechovám/chovat/VB-S---1P-NAI-- antipatie/antipatie/NNFP4-----A----";"k/k/RR--3---------- žádnému/žádný/PWMS3---------- hráči/hráč/NNMS3-----A---- naší/náš/PSFS2-P1------- ligy/liga/NNFS2-----A---- ,/,/Z:------------- naopak/naopak/TT------------- obdivuji/obdivovat/VB-S---1P-AAI-1 úsilí/úsilí/NNNS4-----A---- ,/,/Z:------------- které/který/P4NS4---------- své/svůj/P8FS3---------1 práci/práce/NNFS3-----A---- věnují/věnovat/VB-P---3P-AAB-- ,/,/Z:------------- jejich/jejich/PSNS3-P3------- umění/umění/NNNS3-----A---- a/a/J^------------- kondici/kondice/NNFS3-----A---- ././Z:-------------"
"50";"";"Chová/chovat/VB-S---3P-AAI-- vůči/vůči/RR--3---------- mně/já/PP-S3--1------- vážnou/vážný/AAFS4----1A---- antipatii/antipatie/NNFS4-----A----";""
"51";"Přestože/přestože/J,------------- lidé/člověk/NNMP1-----A----";"chovají/chovat/VB-P---3P-AAI-- k/k/RR--3---------- havranům/havran/NNMP3-----A---- spíše/spíš/TT------------- antipatie/antipatie/NNFP4-----A----";"a/a/J^------------- mnohým/mnohý/AAMP3----1A---- připomínají/připomínat/VB-P---3P-AAI-- hrůzostrašné/hrůzostrašný/AAFP4----1A---- scény/scéna/NNFP4-----A---- z/z/RR--2---------- hororů/horor/NNIP2-----A---- ,/,/Z:------------- málokdo/málokdo/PZM-1---------- si/se/P7--3---------- uvědomuje/uvědomovat/VB-S---3P-AAI-- ,/,/Z:------------- že/že/J,------------- jsou/být/VB-P---3P-AAI-- vlastně/vlastně/TT------------- velmi/velmi/Db------------- užiteční/užitečný/AAMP1----1A---- ././Z:-------------"
